"","logFC","logCPM","LR","PValue"
"SPU_005707",-0.0651479158958796,3.9973381487871,0.0115887518187581,0.914272488223707
"SPU_005708",-0.0895145477165536,5.51997633795557,0.0519411588130438,0.81971929430134
"SPU_005710",0.104599923828737,7.29662016401378,0.179598104216974,0.671718851117635
"SPU_000902",0.754840391923355,5.30873318798281,2.08003503615906,0.149236750822604
"SPU_000555",-0.216335465245965,9.70622773645092,1.30847474251033,0.252670997296787
"SPU_014026",0.248386080171271,6.95796334603602,0.93126967538693,0.334533217922135
"SPU_009020",-0.136439622320116,6.48247512130914,0.161865064335057,0.687445170324352
"SPU_007717",1.25088035069062,3.7167078470449,2.05781918306065,0.15142675330971
"SPU_021904",0.217961632032893,2.53413451936819,4.87681144946088e-09,0.99994428039313
"SPU_009019",-0.227000447961504,7.76648979968243,0.933151302395375,0.334045397720385
"SPU_016544",-0.482524663757624,4.35295278592265,0.757250647548714,0.384190297312653
"SPU_019948",-0.282842621189291,7.08141561719529,1.07882397126315,0.29896079066054
"SPU_001136",0.527705133428193,6.76296932966663,3.04715458214341,0.0808787279675128
"SPU_003605",0.0519839961852399,2.74719789494493,0.00330621996066949,0.954147114183122
"SPU_003606",0.138430997632727,6.06945888049409,0.129365182770693,0.719091149165903
"SPU_024320",0.226227799225008,4.68040987585378,0.157462796237251,0.691503282686569
"SPU_009825",0.221543610544152,6.36406451862453,0.491158538110769,0.483410961835282
"SPU_010651",-0.20151149462547,6.10987439353199,0.321058525651632,0.570972203196872
"SPU_008618",0.329846983302683,4.00885602375679,0.295927578190019,0.58644679955612
"SPU_007923",0.487372665127819,6.24377980634131,1.86107777636756,0.172500460946478
"SPU_026111",0.167982532715832,3.45572303072371,0.0489884204044184,0.824832939555357
"SPU_009833",-1.94492336978767,4.69699733487151,9.12540712134065,0.00252083780361072
"SPU_008177",-0.723528188302658,4.92554565398423,2.10960901994875,0.146376711884238
"SPU_013655",0.325592674893983,4.75028415013729,0.431897099414234,0.511059535740132
"SPU_022873",3.52077172083292,1.74382534677492,7.91384988455118,0.00490577580763467
"SPU_022872",-0.422743025567329,6.10765010593574,1.55869044425049,0.211857067455979
"SPU_021308",-0.153098439897153,7.06081721067858,0.37416397999826,0.540743245044891
"SPU_023029",-0.0508027427397066,5.22231826473599,0.0116332070262937,0.914108852851548
"SPU_027576",0.182238526364132,6.56381581070444,0.27923471854664,0.597203248468085
"SPU_027577",-0.509182015364497,5.2222129173751,0.909739360663231,0.340183583457012
"SPU_022734",-0.934316235888385,2.86802501491947,1.26069624292761,0.261519342447248
"SPU_021884",-0.000397607744452306,7.84534571714471,2.89478805015619e-06,0.998642473745633
"SPU_011559",-0.722976129708105,5.28477874011465,2.67333186229535,0.102042197198808
