"","logFC","logCPM","F","PValue"
"transcript:SPU_020055-tr",-0.0390988154788941,5.01312390354538,0.207519075856296,0.649289611679372
"transcript:SPU_020056-tr",-0.621181110098504,0.461817669847756,3.09666659669321,0.0802185887508463
"transcript:SPU_020072-tr",-0.195865493780389,2.92954016011871,1.71228509246725,0.192423235007568
"transcript:SPU_020057-tr",-0.370659473590413,0.301057819778581,0.972243080911347,0.325497102999882
"transcript:SPU_020058-tr",0.885233736502822,1.74032156761644,16.3457509405018,7.92988245042365e-05
"transcript:SPU_006065-tr",0.375139567469322,0.297908366157541,0.956359134710672,0.32947013472214
"transcript:SPU_020070-tr",0.0691577487238971,5.86932737586618,0.963184029306347,0.327755151462405
"transcript:SPU_008827-tr",0.0410571211270498,2.2262636046425,0.0449861190978357,0.8322789995969
"transcript:SPU_008828-tr",0.115442994139257,4.77047804720051,1.63234387600888,0.203089346603936
"transcript:SPU_020060-tr",-0.343457043999861,2.75104623509718,4.70883820796757,0.0313702261564623
"transcript:SPU_020061-tr",0.113102393839383,4.87792190033913,1.57709488557378,0.210871436570288
"transcript:SPU_020069-tr",-0.0606296460141352,7.38229088833129,0.960379517607617,0.328458432885048
"transcript:SPU_022869-tr",-0.53454476411925,0.712012888155896,2.5910945628247,0.109287511668526
"transcript:SPU_020068-tr",0.0204117250212134,7.02474375034705,0.108356485796703,0.742420857558235
"transcript:SPU_002234-tr",-0.422863796931792,3.33893095096393,10.2156525526398,0.00165531155853678
"transcript:SPU_014966-tr",0.382738714899212,2.8362030322208,6.12742063538502,0.0142719279711959
"transcript:SPU_014969-tr",-0.127792590894418,6.80951623251977,4.18910345398443,0.0421959908932174
"transcript:SPU_014967-tr",0.00984390380929072,6.02905075105725,0.0203923215445085,0.886612829759331
"transcript:SPU_020062-tr",0.0978920291995716,4.36547399837901,0.964888170766978,0.32732878858205
"transcript:SPU_020067-tr",0.285996311069187,0.141284383701191,0.501483705581172,0.47980103939972
"transcript:SPU_014968-tr",0.220296098489038,1.84642684603726,1.04668455514924,0.307699007959213
"transcript:SPU_028286-tr",0.24988285228775,1.34243389593061,0.957052381736213,0.32929538710156
"transcript:SPU_020066-tr",-0.198006079854797,2.94766109094272,1.81244754219333,0.179974562002394
"transcript:SPU_016849-tr",0.128650056968264,4.7854587715671,2.05045633850534,0.153963098036183
"transcript:SPU_020063-tr",0.161634790758486,2.69791696625576,0.986283184486206,0.322038192003758
"transcript:SPU_020065-tr",0.0935660108941155,3.66477970453566,0.581060556422012,0.446933953040903
"transcript:SPU_016848-tr",0.0112930874237499,3.44473488516721,0.00804436564542491,0.928636907405293
"transcript:SPU_016850-tr",0.20330727817834,2.34277495927717,1.24780431743012,0.265519745887665
"transcript:SPU_016847-tr",0.022983227387141,6.24244982924988,0.113490794173293,0.736612327640483
"transcript:SPU_020974-tr",-0.308556609115189,2.31956666129961,2.95633287989145,0.08732857513219
"transcript:SPU_011194-tr",0.145232793843626,3.57603662927746,1.36636870182977,0.244043375120804
"transcript:SPU_011202-tr",0.00776704751335447,2.45219601193993,0.00200782637542357,0.964311360093012
