geneid,binom
SPU_001681,0
SPU_001682,0
SPU_001683,0
SPU_001685,0
SPU_001686,0
SPU_001687,0
SPU_001688,0
SPU_001690,0
SPU_001691,0
SPU_001692,0
SPU_001694,0
SPU_001695,0
SPU_001696,0
SPU_001697,1
SPU_001699,0
SPU_001700,0
SPU_001702,0
SPU_001704,0
SPU_001706,0
SPU_001707,0
SPU_001708,0
SPU_001712,0
SPU_001715,0
SPU_001717,0
SPU_001718,0
SPU_001719,0
SPU_001720,0
SPU_001721,0
SPU_001726,0
SPU_001727,0
SPU_001733,0
SPU_001736,0
SPU_001737,0
SPU_001742,0
SPU_001745,0
SPU_001747,0
SPU_001749,0
SPU_001751,0
SPU_001753,0
SPU_001754,1
SPU_001755,0
SPU_001758,0
SPU_001760,0
SPU_001762,0
SPU_001763,0
SPU_001766,0
SPU_001767,0
SPU_001768,0
SPU_001769,0
SPU_001770,0
SPU_001771,0
SPU_001772,0
SPU_001773,0
SPU_001774,0
SPU_001776,0
SPU_001777,0
SPU_001778,0
SPU_001779,0
SPU_001780,0
SPU_001781,1
SPU_001783,0
SPU_001785,0
SPU_001786,0
SPU_001788,1
SPU_001790,0
SPU_001791,0
SPU_001792,0
SPU_001794,0
SPU_001796,0
SPU_001797,0
SPU_001799,0
SPU_001801,0
SPU_001802,0
SPU_001806,0
SPU_001810,0
SPU_001812,0
SPU_001813,0
SPU_001815,0
SPU_001816,0
SPU_001817,0
SPU_001818,0
SPU_001819,0
SPU_001820,0
SPU_001822,0
SPU_001824,0
SPU_001826,0
SPU_001828,0
SPU_001829,1
SPU_001830,0
SPU_001831,0
SPU_001832,0
SPU_001834,0
SPU_001836,0
SPU_001839,0
SPU_001841,0
SPU_001842,0
SPU_001843,0
SPU_001844,0
SPU_001845,0
SPU_001849,0
SPU_001850,0
SPU_001853,0
SPU_001854,0
SPU_001857,0
SPU_001858,0
SPU_001859,0
SPU_001860,1
SPU_001863,0
SPU_001864,0
SPU_001865,0
SPU_001867,0
SPU_001868,0
SPU_001869,0
SPU_001871,0
SPU_001872,0
SPU_001874,0
SPU_001876,0
SPU_001877,0
SPU_001878,0
SPU_001879,0
SPU_001883,0
SPU_001884,0
SPU_001885,0
SPU_001886,0
SPU_001887,0
SPU_001888,0
SPU_001889,0
SPU_001890,0
SPU_001892,0
SPU_001893,0
SPU_001895,0
SPU_001896,0
SPU_001898,0
SPU_001900,0
SPU_001903,0
SPU_001905,0
SPU_001906,0
SPU_001909,0
SPU_001910,0
SPU_001911,0
SPU_001913,0
SPU_001914,0
SPU_001916,1
SPU_001918,0
SPU_001920,0
SPU_001922,0
SPU_001924,0
SPU_001925,0
SPU_001926,0
SPU_001927,0
SPU_001928,0
SPU_001929,0
SPU_001931,0
SPU_001933,0
SPU_001934,0
SPU_001935,0
SPU_001937,0
SPU_001941,0
SPU_001943,0
SPU_001944,0
SPU_001945,0
SPU_001946,0
SPU_001947,0
SPU_001949,0
SPU_001950,0
