geneid,logFC
SPU_0106392,-0.256783523
SPU_010640,-0.492432135
SPU_018818,-0.257310894
SPU_028920,0.899764029
SPU_0289145,1.08284723
SPU_0289146,0.76329039
SPU_000241,-0.367181922
SPU_028918,-0.567835036
SPU_028914,0.4775496
SPU_028912,0.227934979
SPU_0289120,2.959998915
SPU_0002418,0.082133259
SPU_028921,-0.440485097
SPU_0002410,-1.121262736
SPU_023938,0.970007151
SPU_020664,0.392475179
SPU_0206643,0.147048638
SPU_0206647,0.110619289
SPU_0206641,-0.611085075
SPU_022397,-0.190813543
SPU_027338,-0.872753131
SPU_0273388,-0.704491513
SPU_0273389,0.577572424
SPU_027337,0.441064592
SPU_0273386,-0.051827353
SPU_0273382,-0.517965482
SPU_0273433,0.456761481
SPU_027343,0.210302243
SPU_027341,-0.216930468
SPU_016196,0.322366555
SPU_016197,0.16554418
SPU_016099,-0.00971275
SPU_0089811,1.393767254
SPU_016095,4.415614605
SPU_026767,-0.354106857
SPU_026649,0.78500906
SPU_026651,-0.020252028
SPU_0266498,-0.004457482
SPU_0266494,1.640046311
SPU_02664949,0.809912927
SPU_02664962,0.28920346
SPU_02664986,1.027272251
SPU_02664991,0.080808699
SPU_02664993,-0.255905773
SPU_02664994,2.258781092
SPU_011471,0.201914804
SPU_022642,4.124517009
SPU_027870,-0.3035052
SPU_016747,-0.268730541
SPU_016745,0.317902557
SPU_005884,1.113512211
SPU_009519,1.808055649
SPU_003704,0.697608004
SPU_022441,-2.240458768
SPU_016746,1.577988538
SPU_011914,0.063559532
SPU_0119131,-0.774795979
SPU_011913,1.936431612
SPU_011912,0.346378272
SPU_009520,-0.328169247
SPU_015958,-1.292905933
SPU_028518,-0.123580656
SPU_014602,-1.139223279
SPU_005420,0.322670212
SPU_005421,0.894964764
SPU_015413,-0.387650139
SPU_0000415,0.218668996
SPU_003569,-0.757023963
SPU_021867,0.712372193
SPU_015765,-0.248930719
SPU_004887,-1.67744579
SPU_026408,-0.612986175
SPU_0157650,-0.079902845
SPU_026409,0.005101017
SPU_028803,3.473759257
SPU_028315,-0.131699394
SPU_025618,-0.094417454
SPU_002673,0.075996919
SPU_027388,1.482639612
SPU_016185,0.312401908
SPU_0026733,0.398702228
SPU_0026732,0.271506178
SPU_0026731,-0.268854051
SPU_0026730,0.195851955
SPU_0026738,0.371194501
SPU_0026737,0.379380362
SPU_0026735,0.457906404
SPU_025632,1.542491044
SPU_016795,0.064046289
SPU_003293,1.521861857
SPU_003829,0.222273077
SPU_006537,0.970138959
SPU_0038313,0.862659878
SPU_015442,-1.106964362
SPU_0038312,1.918140333
SPU_0038311,-0.856360293
SPU_003831,0.226309536
SPU_0234888,0.865814545
SPU_0234889,-0.165763006
SPU_023486,-0.315503404
SPU_023490,-0.442407086
SPU_023484,0.146919227
SPU_007328,-1.192207547
SPU_017462,-0.275099277
SPU_023487,0.339634996
SPU_021500,-0.286427405
SPU_022076,-0.030213832
SPU_014984,-0.05741946
SPU_007155,0.197503738
SPU_0123749,-1.465691308
SPU_019976,-0.502553429
SPU_007190,-2.561882404
SPU_022073,0.097561221
SPU_012371,-1.661544546
SPU_003713,0.06693859
SPU_014581,-0.087299487
SPU_001945,0.044046384
SPU_0019450,-0.095671236
SPU_0019452,0.154559338
SPU_009505,-1.016935236
SPU_021765,-1.311282822
SPU_027136,-0.603275829
SPU_009506,0.428446627
SPU_013802,-0.29745639
SPU_004706,0.500401603
SPU_027320,-0.171167401
SPU_006310,-0.115111369
SPU_013442,0.80172151
SPU_014459,-0.467192229
SPU_013990,0.285477482
SPU_028095,0.15911025
SPU_028094,-0.245230896
SPU_0008012,-0.305005674
SPU_027333,-1.295405548
SPU_0008010,-0.055753207
SPU_011372,-0.416706444
SPU_020658,-0.307165875
SPU_004816,-0.945334679
SPU_004817,-0.651868493
SPU_018805,0.284347015
SPU_0123370,-1.267446017
SPU_003233,-0.37074208
SPU_011023,3.637740623
SPU_011024,-0.738307185
SPU_000162,0.272432775
SPU_015849,0.496556776
SPU_015851,1.124159034
SPU_000163,0.322624392
SPU_015850,-0.231774723
SPU_011007,-2.300438496
SPU_017538,-0.552287534
SPU_017537,0.466928557
SPU_017536,-0.246077744
SPU_015977,-0.188283788
SPU_011006,0.276255481
SPU_023178,1.639595346
SPU_009240,-0.609775162
SPU_011342,0.319575473
SPU_0267214,-0.37195166
SPU_0267212,0.10235302
SPU_0267218,0.625702288
SPU_0267217,-0.346836568
SPU_0261657,-0.050429962
SPU_026165,0.347029956
SPU_009241,0.286287137
SPU_028474,-0.21720885
SPU_012256,0.391331058
SPU_012254,-1.989633921
SPU_012257,0.086468445
SPU_026466,0.127470165
SPU_0201223,0.157587086
SPU_0201220,-0.396010952
SPU_020122,-0.328414512
SPU_014960,-0.037312167
SPU_026345,-0.021620931
SPU_019115,-0.130128369
SPU_009047,-0.028513791
SPU_024858,0.377319354
SPU_024973,-0.160621622
SPU_013921,-0.505503123
SPU_005205,-1.405162135
SPU_012860,0.119507037
SPU_0080890,-0.4733969
SPU_000255,0.393256735
SPU_0287451,0.40178161
SPU_0287450,-0.39807403
SPU_004585,0.046572844
SPU_011237,-0.928555295
SPU_011636,-0.644488342
SPU_004591,0.891005116
SPU_004590,0.385211611
SPU_027387,-0.208759085
SPU_0273870,1.08893722
SPU_0273876,-0.092941153
SPU_024688,0.993446515
SPU_0246884,1.867484347
SPU_004584,0.079026601
SPU_001865,2.10432274
SPU_001866,-0.055915792
SPU_005300,0.113981579
SPU_0053001,0.074715253
SPU_0053000,0.618456716
SPU_0053009,-1.123293044
SPU_0053008,-0.158435272
SPU_0053007,0.030059449
SPU_0053005,0.368920928
SPU_0053004,0.946986065
SPU_0053002,0.33710652
SPU_011826,-0.276742257
SPU_006147,-0.179322757
SPU_015163,-0.220019471
SPU_0151632,-0.035270561
SPU_027580,-0.382394161
SPU_016407,-0.691014028
SPU_0151630,-0.851028987
SPU_014742,-1.136251525
SPU_017734,-0.4302624
SPU_010443,0.515613188
SPU_014744,0.291808745
SPU_0210210,-1.939541255
SPU_0210211,0.092789872
SPU_010440,0.121938136
SPU_014745,0.932410638
SPU_005889,0.349059579
SPU_0187641,0.413255077
SPU_018764,0.51925336
SPU_014464,0.076285614
SPU_014465,-0.049063547
SPU_010402,1.047559758
SPU_008756,-0.519559477
SPU_005640,0.825758845
SPU_018483,0.181197328
SPU_003893,-0.107350579
SPU_020678,0.28461251
SPU_020680,0.215364552
SPU_020679,0.173606891
SPU_0040561,-2.181199196
SPU_004056,-0.073620152
SPU_000091,0.12109394
SPU_020603,-0.215358654
SPU_016445,0.501906425
SPU_013466,0.29846113
SPU_016173,-0.029622986
SPU_028124,1.034884678
SPU_023341,-0.028782853
SPU_0056090,-2.312539037
SPU_005609,0.161501166
SPU_016003,0.270038554
SPU_0252473,-0.305176747
SPU_024288,3.573594081
SPU_017867,-0.348595158
SPU_006339,-0.430812754
SPU_010659,0.297249657
SPU_025247,-2.820091384
SPU_006452,-0.266380072
SPU_025906,0.976752215
SPU_022400,0.094193342
SPU_008441,0.107593405
SPU_007693,-0.212068118
SPU_021480,-0.841097892
SPU_0084411,-0.85120459
SPU_0084410,2.226340357
SPU_013850,0.079321283
SPU_000882,-0.344307833
SPU_004921,-0.826578432
SPU_019736,-1.041055103
SPU_019734,-0.500452939
SPU_019737,0.571954909
SPU_022201,-0.932850745
SPU_019738,-0.156145526
SPU_022202,-0.896806833
SPU_027618,-0.162972511
SPU_028663,2.228172786
SPU_002788,-0.294609432
SPU_008401,-1.982054763
SPU_002004,0.025733642
SPU_000542,0.660521249
SPU_000231,0.943781423
SPU_013448,0.007594907
SPU_0274434,-0.212697384
SPU_0274432,0.805806026
SPU_023740,-1.389195701
SPU_010535,-0.008033649
SPU_017406,-0.26512078
SPU_0063706,1.071268806
SPU_0063703,-0.158813042
SPU_0219765,-0.050860742
SPU_021976,-0.055477341
SPU_021714,0.027528687
SPU_025717,0.220644768
SPU_028360,-1.37404489
SPU_008626,0.471592973
SPU_026187,-1.205639835
SPU_017296,0.312777495
SPU_0064576,-0.864987941
SPU_0137023,0.389751297
SPU_0137020,-0.726459045
SPU_014874,-0.60438479
SPU_014628,-0.784205207
SPU_018695,0.069988062
SPU_027911,-1.121920609
SPU_0062830,-0.096170596
SPU_010350,1.818510223
SPU_016416,-0.996306394
SPU_014615,-0.294029581
SPU_006281,-0.996132709
SPU_006282,0.100263219
SPU_013881,0.553138209
SPU_006283,-0.533901648
SPU_012124,0.082685635
SPU_012126,-0.076381934
SPU_000614,-1.596712492
SPU_015034,0.010283082
SPU_0061452,0.183779991
SPU_0061451,0.41749798
SPU_023254,-0.291475138
SPU_0061458,0.189473434
SPU_006145,0.193253401
SPU_019755,0.520600717
SPU_006301,0.770080309
SPU_018175,0.133368422
SPU_025301,-1.093399528
SPU_025300,1.643929706
SPU_025299,-0.291071834
SPU_025297,1.326714639
SPU_019759,-0.304816929
SPU_025473,-0.076248325
SPU_027825,0.280038303
SPU_021922,-0.1023726
SPU_0219220,-0.065546724
SPU_0057985,-0.148419225
SPU_0057981,-0.534280912
SPU_0257885,0.058805196
SPU_0047359,0.444063709
SPU_004736,-0.301438183
SPU_004732,0.550758578
SPU_0151842,-0.30432321
SPU_004734,-0.413676105
SPU_024637,2.43702239
SPU_0256572,-0.239896697
SPU_024970,1.123346281
SPU_024971,-1.268032307
SPU_012955,0.119353078
SPU_0129551,0.437498702
SPU_007451,-0.403046616
SPU_002907,0.101317933
SPU_026395,-0.161747669
SPU_004014,0.334360229
SPU_009909,-0.855786374
SPU_011059,-0.347758348
SPU_001689,-0.247074092
SPU_017541,-0.659730703
SPU_017539,0.388848651
SPU_015325,0.289947607
SPU_025302,0.241414042
SPU_012905,0.406343885
SPU_018917,-1.381517851
SPU_0062385,0.529355393
SPU_001252,-0.622668671
SPU_013415,0.088092092
SPU_019665,1.450801438
SPU_013982,-0.161016704
SPU_002795,0.479702391
SPU_007004,0.095447026
SPU_0068115,0.081421577
SPU_006811,-0.525666194
SPU_006810,0.35301014
SPU_0068113,-0.452479884
SPU_025482,-0.269525346
SPU_0068110,0.195954561
SPU_0068119,-0.032497846
SPU_0068118,-0.27239239
SPU_010785,-1.018434588
SPU_0068111,-1.429622402
SPU_020984,0.10274623
SPU_022153,-0.529070844
SPU_0287801,-0.375825983
SPU_028780,0.057911235
SPU_0221561,-0.11257302
SPU_0221560,0.397267964
SPU_022156,-1.129219214
SPU_009910,-1.166473363
SPU_013219,0.102998505
SPU_0101020,1.331588255
SPU_0101029,-2.83318124
SPU_0101028,2.108707625
SPU_0132190,-0.056021211
SPU_0101024,0.950958749
SPU_0132192,0.370573712
SPU_008091,0.067757466
SPU_0030704,0.057833054
SPU_0110582,-0.166494328
SPU_011058,-0.044724354
SPU_003070,-0.043070872
SPU_0030725,-0.138513208
SPU_0110580,0.550219082
SPU_011649,0.503313013
SPU_011650,0.603444499
SPU_019043,-1.102167004
SPU_022472,-0.497160617
SPU_010232,0.272784482
SPU_022080,0.247271119
SPU_005675,0.800090446
SPU_005678,0.162712392
SPU_0151805,0.337192583
SPU_022882,-0.193842202
SPU_007582,-1.741912226
SPU_015179,0.218715563
SPU_005673,0.206512991
SPU_0056730,-0.353955968
SPU_000971,0.486110638
SPU_012074,0.201676578
SPU_000673,-0.094333433
SPU_023556,0.492495244
SPU_0006733,-0.213905107
SPU_0006734,0.117564477
SPU_0006735,-0.165828559
SPU_025903,0.746131639
SPU_0259031,-0.206460946
SPU_013077,-0.045397166
SPU_008613,-0.84299288
SPU_0130783,0.246886877
SPU_028007,0.204343735
SPU_003756,1.352737842
SPU_008072,-0.137493159
SPU_009891,-0.132866803
SPU_005461,-0.048236148
SPU_024702,-0.94091476
SPU_011713,-0.375848477
SPU_002066,-0.022726757
SPU_025086,0.698470622
SPU_025085,1.288693561
SPU_027995,-0.913964578
SPU_0279950,0.58043079
SPU_008068,1.185423336
SPU_000588,0.048113704
SPU_004154,-0.143698598
SPU_000587,-0.164388452
SPU_000585,1.987433673
SPU_028487,-0.950258341
SPU_022985,0.022261453
SPU_010874,-0.437834389
SPU_017972,0.182691168
SPU_023298,-0.981105196
SPU_022346,-0.307433778
SPU_007031,1.963505192
SPU_001211,1.967976775
SPU_016467,-4.881551936
SPU_0145101,-0.24787449
SPU_014509,-0.323063317
SPU_020750,-0.612074637
SPU_010366,-1.111126985
SPU_013961,0.123000078
SPU_013960,-0.4620229
SPU_014362,-1.92863676
SPU_021254,2.319758016
SPU_003206,-0.044021277
SPU_010560,0.127313851
SPU_010561,-1.040826548
SPU_019552,-0.494856434
SPU_003940,-0.20190464
SPU_0258333,-0.460066715
SPU_0234022,0.90702085
SPU_0242464,0.63917658
SPU_024156,0.326515954
SPU_0105600,-0.439532238
SPU_0195513,0.263362563
SPU_019551,0.146580236
SPU_018120,0.994273341
SPU_025829.b,-1.017577613
SPU_025831,0.292644075
SPU_0258330,-1.119028485
SPU_005163,-0.092568841
SPU_006653,1.964511702
SPU_024786,-0.775837893
SPU_0212521,-0.923789869
SPU_021253,-0.919287722
SPU_0212531,-2.668331574
SPU_023397,-0.350113826
SPU_023399,3.598706953
SPU_0233997,-1.079487061
SPU_0233992,-0.543109438
SPU_0233993,0.41514857
SPU_023401,0.103867037
SPU_002731,-0.457741729
SPU_016067,-0.105458266
SPU_023746,0.063409424
SPU_003044,-1.104035809
SPU_020109,4.767086101
SPU_019588,-0.890052259
SPU_001739,0.56794571
SPU_007915,-2.465636547
SPU_026606,0.981274138
SPU_013350,-0.452791323
SPU_007608,-0.240819919
SPU_013575,0.103389177
SPU_0133646,-2.468777739
SPU_007607,0.159177596
SPU_005039,0.977805429
SPU_005040,0.372013441
SPU_005041,0.1470775
SPU_024665,0.574030506
SPU_013364,0.279201606
SPU_0133642,-0.02905654
SPU_0133648,-0.016735692
SPU_0133649,-1.019502674
SPU_013083,-0.228719248
SPU_009470,-2.831860869
SPU_013264,-0.978735687
SPU_018551,1.33062914
SPU_018735,-0.051897115
SPU_009383,1.566031813
SPU_014793,0.433905146
SPU_015549,0.014302092
SPU_019932,0.639938646
SPU_0155490,0.311797545
SPU_0155491,-0.10673598
SPU_0155492,-0.263411986
SPU_015548,0.28690259
SPU_022206,-0.380113152
SPU_022208,-1.682367244
SPU_027434,-0.430022298
SPU_027433,-0.127940557
SPU_008787,-0.84859348
SPU_0084137,-0.529157385
SPU_0179381,0.245248307
SPU_0179380,-0.419141532
SPU_015480,-0.064324796
SPU_026833,-0.079822475
SPU_014235,-0.830045813
SPU_026836,-1.180373154
SPU_0279673,-0.444541618
SPU_027967,0.096622962
SPU_015474,0.257207022
SPU_011251,-0.029704498
SPU_0000846,0.191147143
SPU_019590,0.376303986
SPU_006326,-0.104187185
SPU_007901,0.127703336
SPU_025072,0.872235275
SPU_0043672,-0.184720073
SPU_017697,0.598620289
SPU_002647,0.886834986
SPU_002645,0.057360556
SPU_0026420,-0.261176099
SPU_002649,-0.195471711
SPU_0026482,3.261920749
SPU_002646,0.360064115
SPU_003089,-0.020242781
SPU_008202,2.410136007
SPU_026154,-1.035127185
SPU_011105,-0.032379293
SPU_010590,1.540786873
SPU_0190635,0.540806817
SPU_0248270,0.36425898
SPU_024827,0.521739224
SPU_003462,-1.08525878
SPU_003461,1.588041692
SPU_015867,0.600983163
SPU_005750,0.046938943
SPU_028220,-1.236471622
SPU_005749,-1.400662104
SPU_011065,1.392264803
SPU_024509,0.089468286
SPU_013723,1.164667337
SPU_013726,-0.560829702
SPU_006845,-0.021267145
SPU_0068450,-0.794322265
SPU_009646,-0.805566472
SPU_009645,-1.031635603
SPU_025261,-0.382620588
SPU_002365,-3.378354857
SPU_016594,0.228381954
SPU_014143,-0.754347955
SPU_022078,-0.639747431
SPU_022077,0.471779164
SPU_019171,0.354832241
SPU_024993,-0.122715108
SPU_024988,-0.495425654
SPU_000680,0.384032868
SPU_016194,-1.222472842
SPU_0288888,0.062284695
SPU_0156071,0.100990375
SPU_003200,-0.960287089
SPU_021342,0.501017985
SPU_0213404,-0.012825014
SPU_021340,0.217809994
SPU_003432,-0.179057613
SPU_0273714,-0.438059777
SPU_027371,-0.075113851
SPU_027368,0.122569482
SPU_0273711,-0.151675675
SPU_011283,0.321155098
SPU_011282,0.021934706
SPU_008916,-0.484406699
SPU_011190,0.21435828
SPU_017341,-0.18696771
SPU_006842,0.17170442
SPU_013488,0.298165435
SPU_006859,-0.597997305
SPU_018681,-0.060383702
SPU_022013,0.788176732
SPU_0220131,-0.034577804
SPU_004834,-1.542216691
SPU_003365,0.160393041
SPU_004992,-0.137298334
SPU_010039,-0.148079961
SPU_025316,0.045512858
SPU_011632,-0.719901692
SPU_019060,0.704584126
SPU_002901,-0.025210536
SPU_026650,-0.75029548
SPU_000323,-0.358807932
SPU_012278,0.166313313
SPU_000310,-0.381289072
SPU_001202,-0.38856735
SPU_0031463,0.164401126
SPU_024491,0.007420251
SPU_0092308,0.455236183
SPU_019324,-0.452443521
SPU_009228,-0.518785924
SPU_009229,-0.088419084
SPU_009226,0.081704856
SPU_011874,-0.729973216
SPU_012617,-0.318725775
SPU_015860,0.852664106
SPU_005476,-0.010342495
SPU_019773,0.246855449
SPU_019769,0.756126993
SPU_023420,0.017771684
SPU_0194170,-0.595067632
SPU_013225,1.281138496
SPU_020774,-1.76244182
SPU_004397,0.197226885
SPU_006657,-0.316480612
SPU_004422,-0.829312459
SPU_020491,-0.117719546
SPU_027673,-0.344718123
SPU_019417,-0.150645634
SPU_012091,-0.304357742
SPU_009395,0.041092661
SPU_023039,0.022031751
SPU_0212227,0.08263384
SPU_0212226,-0.256232988
SPU_021222,-0.394061287
SPU_004702,0.173459752
SPU_002592,-0.042973385
SPU_0212228,-0.975152607
SPU_0212223,0.977290615
SPU_0212221,-0.750081074
SPU_0212220,-0.225104061
SPU_004705,0.848987295
SPU_002593,-0.120486475
SPU_004701,-0.153669146
SPU_023991,0.750865734
SPU_0239901,-0.394063723
SPU_023989,0.192519657
SPU_018743,0.343911212
SPU_012810,-0.340748791
SPU_007590,0.508221753
SPU_007173,0.107426894
SPU_014735,-0.133909418
SPU_000548,0.344901101
SPU_010438,0.032281828
SPU_008555,2.64647926
SPU_008558,0.032976124
SPU_008453,2.742268004
SPU_007255,1.165294743
SPU_0250301,0.358860952
SPU_023609,0.226958906
SPU_028138,0.068812347
SPU_025365,-0.364135342
SPU_011657,0.196967555
SPU_025362,-0.044052754
SPU_011658,-0.502742478
SPU_011585,0.690083939
SPU_013126,0.125054691
SPU_007660,-3.27471263
SPU_007839,-2.486586176
SPU_005467,-0.650466992
SPU_027497,0.172031256
SPU_022765,0.149069949
SPU_002759,0.811429171
SPU_022125,0.137083265
SPU_022119,0.448062814
SPU_022122,0.689714983
SPU_003741,-0.307196915
SPU_022121,1.124767223
SPU_022120,0.221375946
SPU_0247853,0.067019972
SPU_006221,-0.271914339
SPU_012609,-0.246582023
SPU_002897,0.001458231
SPU_016456,-0.062348374
SPU_023941,-0.371209129
SPU_0239412,-0.535843437
SPU_0239415,1.260111758
SPU_0239416,0.718939861
SPU_011543,-0.931917876
SPU_001408,0.256780386
SPU_001430,-0.259154691
SPU_001706,0.464306673
SPU_028777,-0.701568258
SPU_028183,1.169034144
SPU_028181,-0.369260517
SPU_014847,0.107318802
SPU_023353,-0.208790786
SPU_006779,0.112835384
SPU_008535,0.193689941
SPU_013859,0.203436809
SPU_012533,0.282706987
SPU_002074,0.304451527
SPU_0122291,-0.114467942
SPU_026589,-0.668207033
SPU_021428,0.126489399
SPU_000125,-0.337519431
SPU_008497,1.910928292
SPU_012229,0.324691881
SPU_0057580,0.409441608
SPU_005758,0.243630805
SPU_013758,-1.575927075
SPU_014248,0.308460249
SPU_014249,-0.089172225
SPU_015832,0.162648785
SPU_014247,0.136708606
SPU_015833,0.009963107
SPU_014245,0.216147717
SPU_014244,-1.927657647
SPU_000534,1.443882384
SPU_000535,-0.230530148
SPU_008869,-0.254183347
SPU_017051,0.144912145
SPU_023821,-1.18466976
SPU_026827,-0.526641741
SPU_004639,0.203257181
SPU_0046393,0.15943316
SPU_003456,0.16188886
SPU_023432,0.258279367
SPU_004641,0.958774317
SPU_026915,0.67868667
SPU_005814,-0.164077896
SPU_015967,2.603267795
SPU_002249,0.881872598
SPU_020715,-0.067520365
SPU_028511,1.266222131
SPU_019953,-1.19602067
SPU_026720,0.749014856
SPU_0034860,2.590888923
SPU_007682,0.409629776
SPU_019842,0.867963475
SPU_0116170,-0.664232078
SPU_0116177,0.007354018
SPU_0116176,-1.087447361
SPU_0116174,0.814200663
SPU_0116173,0.369646644
SPU_026573,-0.581980218
SPU_011502,-0.257329711
SPU_0115023,-1.379070344
SPU_0115024,0.402796958
SPU_0051191,-0.001700561
SPU_005119,0.222202986
SPU_014179,-0.538449651
SPU_0051192,-1.589267148
SPU_020123,-0.521639409
SPU_020125,-1.077608057
SPU_005120,0.46560759
SPU_021762,0.863811095
SPU_019703,-0.438585852
SPU_017646,-0.60894445
SPU_023423,3.437111813
SPU_023422,-0.764863089
SPU_003691,0.302687204
SPU_003692,-0.323460378
SPU_027363,0.834934595
SPU_027362,-1.823625216
SPU_000396,0.132705672
SPU_003944,0.509903708
SPU_001250,0.029525135
SPU_004692,-0.197207633
SPU_000394,0.078116342
SPU_010570,-1.087195505
SPU_011639,-0.183478408
SPU_010566,-0.030310233
SPU_003913,-0.096442246
SPU_023683,0.515031255
SPU_010567,0.202175658
SPU_010564,1.899895305
SPU_011640,0.001978823
SPU_010576,1.450241384
SPU_011331,0.012897821
SPU_0039297,-1.951324739
SPU_003929,-0.364151626
SPU_027287,0.199915834
SPU_016213,-0.950345053
SPU_016214,0.61645281
SPU_018162,-0.111138707
SPU_005642,0.104762955
SPU_025509,-0.137762032
SPU_0255072,-2.843896086
SPU_0255071,1.499023906
SPU_025507,1.284351806
SPU_023727,1.161314043
SPU_023731,0.063839169
SPU_025512,0.06208201
SPU_0056420,-1.122517044
SPU_0056421,1.737952545
SPU_0255413,-0.101359504
SPU_0255416,-0.621480836
SPU_0255076,-2.11535432
SPU_025046,0.45044267
SPU_025038,-0.149532104
SPU_022714,0.115454244
SPU_018741,0.463959764
SPU_000899,0.623673233
SPU_002096,-0.020276378
SPU_0113646,0.465771831
SPU_0113645,0.654923451
SPU_0113643,-0.750762847
SPU_011364,-0.26319375
SPU_007022,0.051789424
SPU_0113644,-0.197328028
SPU_0113642,-1.359993228
SPU_0113641,1.320224036
SPU_004207,1.805911404
SPU_020705,0.686578315
SPU_0113647,0.080853715
SPU_003581,-0.127373545
SPU_0231629,1.061707303
SPU_028416,0.795998297
SPU_024261,0.352848253
SPU_019681,1.80202505
SPU_019682,-0.741360581
SPU_020365,-0.089786697
SPU_024671,0.033896241
SPU_0019800,0.769023638
SPU_001975,0.43646998
SPU_001980,-0.276756706
SPU_001977,-0.779941117
SPU_001263,-2.563163922
SPU_0012630,0.27183225
SPU_004527,-0.127829893
SPU_004517,0.296113063
SPU_001264,-1.249606785
SPU_027662,2.221602086
SPU_000658,-0.150140712
SPU_002775,-0.084708215
SPU_026541,-0.965941124
SPU_002774,-0.568762473
SPU_000702,0.016721641
SPU_008897,0.039710228
SPU_009509,0.855614996
SPU_0088978,0.212270752
SPU_028847,2.094681512
SPU_0086061,-4.955325242
SPU_008606,-1.034266169
SPU_011258,-0.611452961
SPU_005008,1.090649662
SPU_027001,0.269242683
SPU_007019,0.761534093
SPU_010981,0.281013273
SPU_010980,1.245934837
SPU_024519,-1.034076102
SPU_0118510,2.358163882
SPU_011851,0.36454867
SPU_012429,-0.056752512
SPU_0219431,0.174544789
SPU_022818,-0.253796739
SPU_000722,0.416995409
SPU_0007219,-0.768729365
SPU_0007215,0.156300244
SPU_0007214,-1.040371891
SPU_000721,-0.054599186
SPU_021943,0.326698783
SPU_009850,0.710226122
SPU_000393,-0.670921452
SPU_025289,0.627613119
SPU_024860,-0.478526056
SPU_027064,0.346361928
SPU_0007220,-0.753780959
SPU_0007217,0.102212329
SPU_018116,0.134406923
SPU_0181162,-1.313586777
SPU_0277411,1.485070719
SPU_019170,-0.080777998
SPU_021919,0.045748812
SPU_019350,0.095054741
SPU_003208,0.704730624
SPU_026056,-2.909204097
SPU_005014,-0.67849815
SPU_028799,0.455682861
SPU_001916,-0.764786171
SPU_011163,1.151383594
SPU_017395,1.696407225
SPU_001380,-0.621529873
SPU_024485,0.58181173
SPU_024486,-0.353441818
SPU_023834,0.017157292
SPU_0238342,0.140324412
SPU_0238340,0.633882629
SPU_008152,-0.578997346
SPU_000992,-0.024585409
SPU_0238341,2.321613925
SPU_018250,1.007672302
SPU_018249,0.08417821
SPU_007426,0.772045853
SPU_003391,0.071351579
SPU_003385,-0.346708934
SPU_003813,0.386054909
SPU_014109,-0.61298789
SPU_022844,-0.688436278
SPU_022842,1.847044438
SPU_022845,-0.14769047
SPU_001248,0.504036225
SPU_004746,-0.22852118
SPU_004747,-0.136057143
SPU_004748,2.782469901
SPU_024614,0.211226068
SPU_024613,-0.721193806
SPU_007824,1.69110615
SPU_026958,0.17675569
SPU_019511,-2.94516312
SPU_021838,0.600747845
SPU_007654,-0.198770613
SPU_008142,-0.553775972
SPU_019587,-0.069610265
SPU_017438,-0.340902986
SPU_004673,-0.439486537
SPU_003509,0.881376016
SPU_0035093,2.339352355
SPU_001968,0.481164515
SPU_010731,-0.123262616
SPU_017437,0.342777759
SPU_025084,1.418397075
SPU_007718,1.214438441
SPU_002975,0.460060428
SPU_021201,0.896176066
SPU_002509,0.207761438
SPU_007403,0.209830408
SPU_007407,0.610152754
SPU_006599,-0.719499629
SPU_007550,-0.348024081
SPU_001867,-2.810102714
SPU_021003,0.698247756
SPU_005771,-0.541189546
SPU_006362,-0.335358772
SPU_017312,0.289746055
SPU_001638,1.445035843
SPU_001641,0.349220179
SPU_013407,-0.62244415
SPU_024780,-0.056023099
SPU_018955,-0.064451895
SPU_001293,0.102970214
SPU_012701,1.044926034
SPU_005712,-2.809553634
SPU_008504,0.083826767
SPU_0085041,-0.251671897
SPU_0085043,-0.744299812
SPU_0085044,0.257075571
SPU_0085048,-0.689216836
SPU_023995,0.475374054
SPU_022424,-0.684662661
SPU_0069502,0.527118622
SPU_006950,1.005068427
SPU_001566,0.226487167
SPU_006953,-0.306505893
SPU_004619,1.452006343
SPU_007485,0.060938834
SPU_013095,0.463963617
SPU_025714,-1.018721471
SPU_007481,-0.152312134
SPU_0074812,0.394913559
SPU_023584,-0.451743671
SPU_007486,0.642589697
SPU_028684,-0.778506328
SPU_008122,0.39086164
SPU_008117,-1.222178917
SPU_028726,-0.192808589
SPU_0287260,-2.034988118
SPU_017135,-1.06716792
SPU_0208494,0.089882551
SPU_020849,0.187195276
SPU_002763,0.958462451
SPU_013510,0.323544587
SPU_004933,0.173008415
SPU_008507,-2.317531972
SPU_016339,0.750203094
SPU_008013,-2.615866669
SPU_002173,-0.683237202
SPU_001273,-0.145135403
SPU_001274,0.315386343
SPU_001270,-0.398826559
SPU_018887,1.005521982
SPU_009273,-0.620838109
SPU_009277,0.236251119
SPU_006589,-1.687989497
SPU_0188879,0.395750596
SPU_008724,-0.519062018
SPU_003499,-0.242005804
SPU_000964,-0.539190496
SPU_003941,3.004940946
SPU_016875,-0.362188338
SPU_003711,0.702898439
SPU_003835,-0.299990566
SPU_022653,0.49832732
SPU_020006,-0.234234714
SPU_003950,0.130315811
SPU_009990,0.048461417
SPU_003172,0.689778794
SPU_009991,0.491888689
SPU_005023,-0.036613659
SPU_005024,-0.263157903
SPU_0223057,-1.371585847
SPU_007110,-0.912116421
SPU_0149754,1.639705304
SPU_017405,-0.215206471
SPU_004831,1.258829094
SPU_002241,-0.796499513
SPU_028791,1.205452071
SPU_028162,1.097903825
SPU_012000,0.170329684
