geneid,neglogpval
SPU_005881,2.004354753
SPU_005879,0.506068151
SPU_005878,0.523679818
SPU_0168073,0.922151734
SPU_004110,0.595579383
SPU_000047,0.011093596
SPU_016807,1.974910186
SPU_022169,0.984183632
SPU_000048,4.457709609
SPU_000049,0.429199132
SPU_0000491,0.853848216
SPU_000050,0.133632808
SPU_000051,1.010464635
SPU_023212,2.033880237
SPU_012518,6.525863364
SPU_012516,1.600878848
SPU_002366,1.633685773
SPU_003158,0.356464875
SPU_012514,0.254543925
SPU_023216,1.576756825
SPU_009013,2.732626026
SPU_009014,0.0653931
SPU_025129,0.599950652
SPU_008537,0.258203109
SPU_019346,0.114026124
SPU_008650,1.102773064
SPU_0284385,0.690239262
SPU_0284387,0.045426897
SPU_008538,0.195241694
SPU_016903,0.47082353
SPU_011073,3.28794577
SPU_006092,1.777315838
SPU_026049,1.490709216
SPU_002093,1.260683627
SPU_011225,0.087772708
SPU_015162,3.960233659
SPU_015161,0.494788648
SPU_005239,0.43959603
SPU_025078,0.224434421
SPU_0006212,2.398552403
SPU_0006210,4.120384781
SPU_000621,0.218100198
SPU_000662,3.829472423
SPU_006567,0.284258577
SPU_021992,0.020878228
SPU_004333,1.736556748
SPU_0043335,2.564521435
SPU_004866,0.438618691
SPU_022725,1.070305798
SPU_0068400,0.756626253
SPU_016842,0.146684248
SPU_004865,1.740396269
SPU_008647,1.557371607
SPU_018717,0.242575287
SPU_018716,0.40115096
SPU_006839,1.450070779
SPU_023330,3.298732104
SPU_024645,0.403182595
SPU_023329,0.635859681
SPU_0128774,1.329929442
SPU_0128776,0.054195615
SPU_0128778,3.760284515
SPU_017853,1.257512267
SPU_015558,3.020274215
SPU_021156,1.201270256
SPU_014121,1.222371496
SPU_017916,1.410686145
SPU_005241,0.210472931
SPU_017339,0.448558301
SPU_003574,0.611181139
SPU_0179160,4.276624246
SPU_0179162,0.745030482
SPU_012698,1.402686689
SPU_014092,0.041032822
SPU_0140920,0.272521598
SPU_0243630,1.313388649
SPU_024363,2.909576793
SPU_0229055,0.713468351
SPU_0229054,0.431230389
SPU_0229052,0.240326983
SPU_0229050,0.507824424
SPU_022905,0.816577408
SPU_011337,0.928002786
SPU_016418,1.009618813
SPU_026599,0.219142757
SPU_0167163,0.525462074
SPU_016716,0.032524493
SPU_011338,0.511217025
SPU_004599,0.440348608
SPU_006159,0.972214457
SPU_0280494,3.195663192
SPU_0280490,13.64578412
SPU_028049,0.296589952
SPU_0280480,0.258645984
SPU_013409,0.239802595
SPU_016671,0.237198344
SPU_028711,0.65428733
SPU_010202,0.962743079
SPU_019320,1.983513777
SPU_014164,4.355349579
SPU_028710,1.21012483
SPU_008337,0.456414664
SPU_025116,0.618140156
SPU_021099,1.639206166
SPU_017286,0.878238387
SPU_017284,0.89010095
SPU_020301,0.506387601
SPU_013543,0.160280348
SPU_025419,0.479210331
SPU_013580,3.533042972
SPU_028025,1.65548976
SPU_028023,0.749916293
SPU_028024,4.86166691
SPU_027609,0.360051029
SPU_019434,0.248356237
SPU_017412,0.529897304
SPU_017410,0.099518232
SPU_017409,1.887807096
SPU_002985,9.970126688
SPU_017413,0.94024516
SPU_0174131,1.996486001
SPU_0174133,0.585159813
SPU_0174138,0.717870389
SPU_017414,0.209929691
SPU_0174140,1.022682789
SPU_0174141,3.392223288
SPU_0174142,2.331468418
SPU_004774,0.707966649
SPU_006668,0.760086533
SPU_008351,0.562486212
SPU_006105,0.112118521
SPU_0259415,4.424199411
SPU_0212280,2.852068406
SPU_0212287,2.34333503
SPU_021229,0.540564749
SPU_0212290,0.373296544
SPU_008966,0.255866972
SPU_019581,15.16531047
SPU_019579,5.279583999
SPU_0089260,0.136707523
SPU_008926,0.177896976
SPU_006104,0.945317546
SPU_006107,3.785721712
SPU_0061072,0.387455095
SPU_0061074,0.565211398
SPU_006108,0.510430375
SPU_025578,0.178425264
SPU_028862,0.164801622
SPU_005054,1.434702047
SPU_028864,0.395574495
SPU_001765,1.665829965
SPU_028863,0.130755051
SPU_021860,3.249488597
SPU_023289,0.402521766
SPU_010131,1.525297194
SPU_002147,1.523277803
SPU_023288,0.23236129
SPU_009615,0.566249015
SPU_015530,0.537724007
SPU_017236,1.23315686
SPU_019212,4.611892304
SPU_004861,0.279629862
SPU_0048615,0.548743627
SPU_019214,0.349550317
SPU_016681,1.061124852
SPU_003300,0.952235152
SPU_028781,9.698196852
SPU_016685,1.190346724
SPU_016684,3.965575796
SPU_019418,0.467006111
SPU_016683,1.728366086
SPU_0166815,0.17661332
SPU_0166816,5.437172508
SPU_0166818,1.346080533
SPU_0166813,0.330244497
SPU_0166817,1.129031523
SPU_000545,3.935646558
SPU_0005456,0.225627944
SPU_0005457,0.121619992
SPU_0005455,0.462810573
SPU_0005454,0.181674314
SPU_0005453,0.559594953
SPU_027441,2.879374379
SPU_0185792,0.268853711
SPU_0185794,0.511518454
SPU_010823,0.668293858
SPU_018579,1.780219001
SPU_0185796,1.380809447
SPU_000343,0.031426194
SPU_016509,1.604511026
SPU_0152098,2.014857446
SPU_024575,0.639927558
SPU_018312,1.017106434
SPU_024576,2.041749567
SPU_0263762,4.470280462
SPU_000459,0.410427582
SPU_000458,0.384085495
SPU_017499,0.373605474
SPU_024547,2.445329742
SPU_018309,0.355633979
SPU_015415,0.363436737
SPU_007745,0.390012175
SPU_001917,6.360220579
SPU_019859,5.96098586
SPU_020525,0.568861142
SPU_021060,0.076115137
SPU_0251100,1.453757051
SPU_021815,1.312713072
SPU_008079,0.69079757
SPU_017987,0.17387912
SPU_012674,10.81841724
SPU_025110,0.051291104
SPU_013712,0.373962419
SPU_027283,0.139304174
SPU_011434,0.584198719
SPU_007217,1.193099212
SPU_024779,1.658379114
SPU_015674,8.714598285
SPU_025963,0.676774295
SPU_015642,3.331859491
SPU_021779,0.853901534
SPU_009954,0.914815143
SPU_022800,1.062774176
SPU_022242,2.702368624
SPU_007739,1.420869572
SPU_015673,0.436316803
SPU_0156740,0.701519402
SPU_0156742,1.619086268
SPU_015677,0.459415873
SPU_0259630,0.23267959
SPU_009774,2.39760208
SPU_021716,0.593097655
SPU_012685,0.131930447
SPU_0092427,1.253988176
SPU_0092424,0.927004587
SPU_0092421,0.035846647
SPU_0092429,0.262088156
SPU_0092428,6.930202703
SPU_0092425,1.023761451
SPU_009242,0.224469462
SPU_020931,4.996884731
SPU_0209312,1.043964078
SPU_0209313,0.453670235
SPU_0209314,0.913626865
SPU_0126850,0.50434051
SPU_021728,4.545347351
SPU_012684,0.176717596
SPU_020799,0.38185417
SPU_016992,1.536204598
SPU_022794,1.965602315
SPU_0061110,2.289068688
SPU_028214,0.094942743
SPU_007266,3.839249054
SPU_007267,2.56013682
SPU_014170,10.9640657
SPU_004261,1.831180459
SPU_004260,7.825972568
SPU_018177,1.1325306
SPU_022977,0.918591969
SPU_026233,0.085922974
SPU_012044,0.151933311
SPU_008389,2.627483311
SPU_019032,0.66631754
SPU_0190324,3.071429779
SPU_0190326,0.608663949
SPU_022057,0.894789769
SPU_001235,1.833815521
SPU_0012357,3.596510689
SPU_0012355,0.237739592
SPU_0012359,0.564541699
SPU_0190329,0.09219203
SPU_0220574,2.923237731
SPU_022056,2.834545847
SPU_0220572,0.026327405
SPU_024708,0.665816109
SPU_006169,0.771116644
SPU_024709,0.175516321
SPU_006171,0.64332671
SPU_008021,0.626810894
SPU_013344,0.672248189
SPU_013811,0.280928031
SPU_013817,0.251550525
SPU_013744,2.052174366
SPU_013818,1.136726147
SPU_009095,1.476514416
SPU_026460,0.581423241
SPU_001448,7.879720538
SPU_017649,6.521014878
SPU_0005445,1.087246955
SPU_0005440,0.063932474
SPU_000544,0.557733352
SPU_0012000,0.251854859
SPU_001200,3.356716025
SPU_0011982,2.073845141
SPU_001198,0.73250314
SPU_006284,0.364114101
SPU_024886,0.803149122
SPU_006285,0.566603364
SPU_028575,0.805196965
SPU_003777,0.176850259
SPU_018168,0.691226607
SPU_028232,1.353275257
SPU_001349,0.382972135
SPU_0044731,0.398595365
SPU_0044730,0.101078831
SPU_004473,0.063054033
SPU_016645,0.027954069
SPU_000356,1.459823857
SPU_009060,0.707431279
SPU_012874,0.174619993
SPU_0124668,0.230656788
SPU_0124669,0.789331806
SPU_012870,1.278552636
SPU_012466,8.477538132
SPU_012477,0.811713622
SPU_012475,2.465473544
SPU_012471,1.182541522
SPU_021141,0.017837005
SPU_0128708,0.514183257
SPU_012871,0.545042746
SPU_012873,0.325719776
SPU_009805,0.763267241
SPU_0045623,5.717056335
SPU_025803,0.180784423
SPU_010655,0.138136709
SPU_016088,0.962474608
SPU_0160883,7.135088445
SPU_0160886,1.313519163
SPU_004175,0.722204065
SPU_022028,0.168512111
SPU_019535,0.245520589
SPU_010788,0.80161954
SPU_0107880,2.267472034
SPU_016936,1.264934671
SPU_0169362,1.405613329
SPU_0169364,0.026497618
SPU_016938,0.680989727
SPU_019536,1.148597522
SPU_002129,0.281091613
SPU_025017,0.354317118
SPU_025018,1.536242498
SPU_019295,0.549170701
SPU_024033,2.375149141
SPU_014405,1.298190573
SPU_014406,1.254018455
SPU_0126837,0.340493299
SPU_020488,0.194683844
SPU_018544,2.065134713
SPU_018543,3.165273627
SPU_009742,1.658589715
SPU_017239,3.808952775
SPU_000417,1.400480782
SPU_006530,1.115083253
SPU_021600,0.320159907
SPU_022750,0.422066681
SPU_0119330,1.095386724
SPU_0119335,2.079120784
SPU_0119332,1.193826962
SPU_0119331,0.304347408
SPU_011933,1.187811476
SPU_0216003,1.274794169
SPU_0216001,0.643988489
SPU_0216009,0.243697175
SPU_0216008,3.887803511
SPU_0216007,0.425148407
SPU_0216006,1.050552915
SPU_0216005,3.456847936
SPU_0216004,1.993554712
SPU_0216002,0.448649386
SPU_003304,0.064282184
SPU_028717,0.299980384
SPU_0196992,0.841461899
SPU_017197,0.119296689
SPU_0183422,0.060878374
SPU_012017,1.43216596
SPU_015064,1.036084902
SPU_018342,0.056257181
SPU_0183421,2.185380711
SPU_0183423,1.443105047
SPU_0120210,0.565968188
SPU_012022,1.706636274
SPU_014934,1.139180418
SPU_010716,0.287684069
SPU_010471,0.327587931
SPU_015065,0.313551797
SPU_026318,3.675344552
SPU_010470,5.085170039
SPU_026483,0.881651895
SPU_010351,0.871677668
SPU_013606,1.159101951
SPU_026170,1.480265739
SPU_013476,0.373303564
SPU_015210,2.928802117
SPU_027133,0.28084312
SPU_0271336,5.425614159
SPU_0146068,1.369884893
SPU_011623,0.293693123
SPU_022037,0.036893668
SPU_026949,1.080964424
SPU_016033,2.947427607
SPU_024266,3.721278575
SPU_014384,0.202212406
SPU_022513,5.596872264
SPU_014385,1.019929719
SPU_025842,0.953552626
SPU_0282191,0.294715566
SPU_028216,0.057813248
SPU_028743,1.260921846
SPU_028734,2.071772717
SPU_025672,1.024687438
SPU_016587,0.980413682
SPU_019081,0.040947571
SPU_028733,2.09583651
SPU_028737,0.07156266
SPU_028738,0.125808627
SPU_028741,0.891639497
SPU_025676,0.927886408
SPU_016589,2.648212144
SPU_025924,0.558310701
SPU_010965,0.326975713
SPU_0165887,0.108631808
SPU_0165880,0.619025944
SPU_016588,0.403605675
SPU_013890,0.487169429
SPU_016221,4.083743002
SPU_001494,0.433792155
SPU_005218,0.958853855
SPU_013760,1.012180128
SPU_0043216,0.60002726
SPU_001495,0.565788178
SPU_015575,0.484486071
SPU_0014940,4.008120385
SPU_006208,4.07779936
SPU_006207,2.415732618
SPU_0014937,0.022121384
SPU_0014936,1.269219695
SPU_0014935,0.314511564
SPU_0014934,0.461761729
SPU_0014932,0.303293294
SPU_0014930,1.700208242
SPU_001493,1.063516916
SPU_005216,2.904928213
SPU_0274234,0.007481788
SPU_001794,0.209377113
SPU_001797,0.436309731
SPU_0017970,1.904417895
SPU_010784,1.201062249
SPU_000284,0.98223395
SPU_019080,1.164159254
SPU_024378,0.247909444
SPU_021215,0.513591061
SPU_003244,0.808631791
SPU_003241,1.594464337
SPU_022659,0.905054658
SPU_0024810,0.541371791
SPU_0024812,5.459062637
SPU_005644,0.116013327
SPU_019952,0.157360918
SPU_012050,0.008362102
SPU_012046,1.587310088
SPU_012045,1.240776438
SPU_016830,1.156092559
SPU_005010,1.752249063
SPU_016829,0.867201075
SPU_000832,0.100491261
SPU_015794,0.118712065
SPU_026329,1.450034478
SPU_026322,0.557529868
SPU_026330,2.564711953
SPU_015798,0.936603837
SPU_0243166,3.608003197
SPU_003053,1.885341121
SPU_016319,1.094078341
SPU_030139,0.293893159
SPU_026294,0.092169793
SPU_001057,3.657058945
SPU_013835,0.12314719
SPU_0138353,0.491889056
SPU_007203,0.131803741
SPU_0032843,1.022150968
SPU_0032841,0.878408663
SPU_003284,0.221300811
SPU_005806,1.314678612
SPU_003353,0.059069968
SPU_003350,0.278337881
SPU_025147,0.027708457
SPU_024267,1.703245657
SPU_001933,0.787707233
SPU_021125,0.159724185
SPU_002185,0.911380922
SPU_002184,0.773123967
SPU_005517,0.135565786
SPU_002177,0.309208635
SPU_002178,0.089779284
SPU_025682,1.543020607
SPU_026623,1.085413719
SPU_021629,0.761651901
SPU_0216292,0.591776208
SPU_0216298,0.294053482
SPU_0216291,0.158219864
SPU_026629,6.696689896
SPU_0266290,0.90483342
SPU_0266291,0.239485804
SPU_019821,0.736128073
SPU_013541,2.015694752
SPU_016411,0.038319136
SPU_011716,4.528254773
SPU_002149,1.146198454
SPU_028883,0.067065207
SPU_019767,0.067702952
SPU_015194,2.003592606
SPU_0151940,0.313175589
SPU_0151942,0.765461349
SPU_021185,0.027528928
SPU_021188,1.734694207
SPU_023104,0.055403603
SPU_018867,0.047561494
SPU_000699,0.363325026
SPU_007349,0.636391812
SPU_006398,1.269532272
SPU_004542,0.185230742
SPU_010890,1.004575426
SPU_017134,1.726119546
SPU_018815,0.716001571
SPU_019950,0.281313607
SPU_019949,1.408854232
SPU_018814,1.533982192
SPU_018816,0.322077985
SPU_010629,3.248244102
SPU_0106294,1.839916373
SPU_0106311,2.414107225
SPU_017261,0.007306903
SPU_017262,0.882777218
SPU_019480,0.36894192
SPU_015212,0.206425321
SPU_011971,0.324734788
SPU_011492,6.40E-05
SPU_000839,0.065519338
SPU_000840,0.891665885
SPU_0119713,0.469721215
SPU_0119711,0.650889873
SPU_009404,0.078060224
SPU_0094001,0.440027464
SPU_024384,1.078455889
SPU_0094040,0.484611976
SPU_027436,0.186074326
SPU_027437,3.457503627
SPU_018598,0.777059574
SPU_003493,0.992605986
SPU_000967,0.218952439
SPU_027435,0.627819606
SPU_000968,0.107642045
SPU_003495,1.085646995
SPU_011491,0.1003723
SPU_0060961,1.623215797
SPU_0025363,0.204811368
SPU_002536,0.116198835
SPU_018323,2.377238077
SPU_018322,0.536313928
SPU_014222,0.239451936
SPU_008353,0.129645337
SPU_0083532,0.152468947
SPU_006564,0.33423012
SPU_025611,2.757871488
SPU_006917,1.562910813
SPU_006916,1.49110054
SPU_003649,0.075238496
SPU_0118041,0
SPU_008466,1.64949254
SPU_007701,1.513822837
SPU_0016106,2.782271006
SPU_0016104,4.565220633
SPU_001610,0.56738364
SPU_001609,1.373046701
SPU_008635,5.979579981
SPU_002007,1.360109602
SPU_002006,2.064598826
SPU_010343,1.730191968
SPU_0103431,0.688043137
SPU_002349,1.363048097
SPU_022368,0.860066502
SPU_0223682,0.28298085
SPU_017470,0.140660201
SPU_0223683,0.123077331
SPU_002410,0.031516216
SPU_014261,0.344335523
SPU_0223680,0.421497933
SPU_018235,1.018909757
SPU_028512,0.217369931
SPU_0115885,1.817023153
SPU_0115886,0.038703795
SPU_0115882,0.982486586
SPU_027758,0.469410514
SPU_0084675,2.325132819
SPU_0084676,0.721940697
SPU_0084677,1.441137652
SPU_011588,3.754693804
SPU_0115883,1.004871278
SPU_0115884,3.915850646
SPU_019764,0.96662281
SPU_005160,3.342740365
SPU_027308,1.54405267
SPU_008467,1.538146441
SPU_025755,0.011351786
SPU_016130,0.563317003
SPU_022617,3.336202262
SPU_005208,2.981058534
SPU_0161303,2.670150245
SPU_0161302,3.224126403
SPU_004038,0.597128109
SPU_019954,1.513443217
SPU_004201,0.08207831
SPU_027169,1.689963629
SPU_001225,1.62493492
SPU_010121,5.554887578
SPU_028456,0.283690261
SPU_010943,0.281988119
SPU_013970,0.368244559
SPU_010942,5.810016994
SPU_010938,0.99356017
SPU_005824,1.736211332
SPU_026520,0.004740743
SPU_001570,0.384239071
SPU_0028514,0.035411411
SPU_0028518,1.190849582
SPU_002235,0.41321718
SPU_006443,2.141411374
SPU_017008,7.341570624
SPU_017009,0.578052442
SPU_000678,1.144445424
SPU_016293,0.308728419
SPU_016285,0.633027997
SPU_013269,2.313397594
SPU_0273262,0.64522153
SPU_0302301,1.904108888
SPU_0302305,0.049637382
SPU_022727,0.987700733
SPU_0100757,0.554724557
SPU_001539,0.976693124
SPU_001501,3.699222703
SPU_000887,3.349564083
SPU_005990,0.487906546
SPU_005991,0.315405379
SPU_005992,0.839285371
SPU_024626,2.277215333
SPU_008760,0.288414808
SPU_008971,0.279506412
SPU_002781,0.782704111
SPU_0027839,0.01829646
SPU_018937,1.998331679
SPU_002784,4.187558333
SPU_002783,1.668632796
SPU_002782,2.195285677
SPU_018936,1.396991353
SPU_007257,2.206004201
SPU_010001,2.371637546
SPU_018750,0.860971548
SPU_015287,0.426240177
SPU_016609,2.663443037
SPU_022858,0.080688651
SPU_0209542,0.480047426
SPU_020896,2.023208165
SPU_010762,1.918817231
SPU_006312,2.462667326
SPU_026897,1.442180132
SPU_010765,2.820699026
SPU_010766,0.213849117
SPU_002677,1.315291776
SPU_019522,0.013089357
SPU_010430,0.086747204
SPU_028355,1.227463583
SPU_002296,0.664638043
SPU_024093,2.034018261
SPU_020467,0.629820956
SPU_0104302,0.978183764
SPU_011678,6.46833846
SPU_010310,1.939215664
SPU_000499,1.535128426
SPU_000500,1.059879548
SPU_023827,0.202049139
SPU_023829,1.38531622
SPU_016422,0.931633722
SPU_007465,0.036946277
SPU_006614,2.226136863
SPU_027415,0.157876218
SPU_010249,0.157589534
SPU_019582,0.686252476
SPU_011245,2.923138633
SPU_007232,0.045582464
SPU_011246,0.030013611
SPU_024494,3.424221379
SPU_002503,6.766287876
SPU_027375,9.830382186
SPU_002437,1.596857043
SPU_005592,5.07728982
SPU_014107,0.52437972
SPU_008384,0.159872081
SPU_0215929,0.198237339
SPU_009071,0.445056561
SPU_011604.a,1.715973391
SPU_017915,0.897950118
SPU_019586,1.07744226
SPU_017912,4.308314757
SPU_006685,0.147118657
SPU_023795,3.117985864
SPU_019003,4.861173322
SPU_0066865,0.430072846
SPU_011610,0.208765704
SPU_011609,0.186680272
SPU_011608,0.345837863
SPU_025911,1.484483125
SPU_011606,1.077179864
SPU_015290,0.459579208
SPU_005417,0.819744841
SPU_0090910,1.271421116
SPU_024349,4.629724015
SPU_014155,0.775476385
SPU_004351,0.246621925
SPU_010292,0.61029174
SPU_017326,2.796793189
SPU_004910,1.124337224
SPU_016592,1.0070095
SPU_024233,0.205056035
SPU_0091598,0.032734598
SPU_0091592,0.871637106
SPU_009159,0.366955878
SPU_0181128,1.52585756
SPU_0181121,2.826376376
SPU_0005261,0.039736398
SPU_0005264,0.157264753
SPU_000526,0.027963892
SPU_000525,0.462310877
SPU_025871,1.157655912
SPU_011700,0.61688044
SPU_0116995,0.820259227
SPU_021842,2.859031755
SPU_020532,0.574060849
SPU_019018,1.035993569
SPU_009817,0.820354874
SPU_026042,0.242856615
SPU_015811,1.346425348
SPU_001088,1.764469941
SPU_018557,0.379915085
SPU_0260395,0.392650875
SPU_026041,2.99950946
SPU_017343,3.740886514
SPU_012589,2.66442707
SPU_0098175,0.872128723
SPU_016712,2.58746883
SPU_009899,0.028475756
SPU_014718,1.212123519
SPU_026686,0.062671238
SPU_001041,1.858734688
SPU_016711,19.29423597
SPU_009900,0.417570205
SPU_009901,1.046833789
SPU_0120416,0.786872603
SPU_0120414,2.158445607
SPU_004958,2.079104496
SPU_008972,1.212871411
SPU_006907,1.202512057
SPU_019761,0.832186335
SPU_018830,0.128094707
SPU_023205,0.128341172
SPU_027722,1.565054126
SPU_001601,1.916087007
SPU_020854,0.348242981
SPU_028369,1.393918699
SPU_023871,0.411027019
SPU_018704,0.043986473
SPU_018702,0.615452868
SPU_0094545,1.092269142
SPU_024319,1.485219514
SPU_014023,0.400842691
SPU_009354,0.086991216
SPU_018703,1.385730096
SPU_0187016,3.647238149
SPU_009454,0.552768923
SPU_016216,0.353155961
SPU_027697,0.899359901
SPU_021444,0.327896945
SPU_018132,1.545745707
SPU_009794,1.074501157
SPU_014518,1.003476929
SPU_020393,0.740828779
SPU_0089340,0.039594993
SPU_008934,0.033806948
SPU_0085952,0.290595044
SPU_007384,1.5193533
SPU_013460,1.510617145
SPU_0091687,0.435746088
SPU_009168,2.361806263
SPU_009839,0.062231107
SPU_001596,0.404645517
SPU_021538,0.241925478
SPU_0215371,0.236607135
SPU_000117,0.983849901
