geneid,neglogpval
SPU_019995,0.366579756
SPU_020662,0.736035351
SPU_0206622,0.761768877
SPU_0089455,3.038216598
SPU_0089458,0.264710606
SPU_0089451,1.156572848
SPU_0089452,0.469459603
SPU_017985,1.823904873
SPU_017984,2.640603334
SPU_008943,0.055035869
SPU_0089454,8.044008481
SPU_0089457,1.662275511
SPU_008111,1.938162482
SPU_014829,0.607729061
SPU_012039,0.42316253
SPU_000645,1.734348896
SPU_030061,0.142405755
SPU_014828,1.80202881
SPU_014827,0.373291187
SPU_016843,1.305219895
SPU_014016,1.577705404
SPU_0140876,1.781532743
SPU_0140165,5.227477431
SPU_010176,0.495602511
SPU_0101760,0.099896562
SPU_019193,2.194652862
SPU_014087,0.253756087
SPU_0140874,0.14148583
SPU_0140878,1.166009054
SPU_0235459,2.330159443
SPU_026926,0.505304968
SPU_015974,0.002398745
SPU_003330,0.466881806
SPU_003395,0.48206644
SPU_010775,2.967782355
SPU_003459,1.337492198
SPU_0067204,0.08201087
SPU_018831,0.471700237
SPU_017776,3.542154909
SPU_006720,1.639985469
SPU_000759,0.460239314
SPU_023090,0.684783513
SPU_018417,1.248020585
SPU_000760,0.099123366
SPU_023089,1.390086544
SPU_003724,0.26011445
SPU_019111,0.884163585
SPU_010247,0.191019281
SPU_010248,2.990724608
SPU_007801,1.979151997
SPU_009406,0.56519417
SPU_019110,5.706245199
SPU_019131,1.267889454
SPU_007802,0.874713319
SPU_003596,0.331483422
SPU_003595,0.467877064
SPU_020933,1.375436651
SPU_0074562,0.036670004
SPU_013980,4.579702924
SPU_013979,0.677087581
SPU_0035950,0.090694211
SPU_007562,3.486177699
SPU_003597,1.405230159
SPU_023366,0.162756966
SPU_027446,0.103866052
SPU_027020,0.535315849
SPU_005569,6.93E-05
SPU_007460,0.877606885
SPU_0184463,2.753983162
SPU_014120,1.874187983
SPU_014924,0.942293266
SPU_0149240,1.128062456
SPU_016885,0.293947627
SPU_011457,1.52640419
SPU_0195991,1.443220513
SPU_019602,4.567044551
SPU_019599,0.361887256
SPU_0195990,0.121714992
SPU_009044,0.305619482
SPU_018351,0.698025084
SPU_024996,0.605025241
SPU_018352,14.93976136
SPU_0054056,1.016921362
SPU_009513,0.160148998
SPU_003989,1.174035873
SPU_0188425,2.036757523
SPU_0103857,0.695804729
SPU_005405,1.584642864
SPU_012065,3.003252128
SPU_013683,0.528232441
SPU_002842,0.168275454
SPU_026776,0.030083286
SPU_0185291,1.355610504
SPU_0185292,0.110829502
SPU_016895,0.091977376
SPU_018530,0.37621819
SPU_016896,3.531551158
SPU_022465,4.390323739
SPU_0265037,1.219294438
SPU_026508,0.308678069
SPU_026507,0.111676945
SPU_021970,2.496655746
SPU_009650,0.141370241
SPU_019428,0.26751053
SPU_022591,0.197160373
SPU_022590,4.418598179
SPU_022593,2.720558098
SPU_025693,1.799812006
SPU_022187,1.173979362
SPU_021324,1.825821205
SPU_021322,0.882957058
SPU_014517,2.497798868
SPU_021323,1.295464332
SPU_025691,1.944951162
SPU_000017,0.405856
SPU_007036,5.574516443
SPU_014285,0.57297007
SPU_019183,0.53395341
SPU_013030,0.195230712
SPU_015123,0.622228626
SPU_001352,0.814672663
SPU_005344,0.035478268
SPU_0144922,0.179563462
SPU_006506,2.988835448
SPU_0144921,0.822401369
SPU_0144926,0.948969292
SPU_014496,3.132022461
SPU_006683,3.242586869
SPU_0066830,7.741837685
SPU_008948,1.02656315
SPU_020565,3.592306399
SPU_000767,0.274965529
SPU_000765,1.493954565
SPU_0144920,2.1233077
SPU_020686,0.586110221
SPU_0144925,1.667691633
SPU_0144924,0.27596311
SPU_019662,0.215157488
SPU_0144923,3.411948062
SPU_016089,1.505337911
SPU_024130,2.261929115
SPU_0257329,0.439635264
SPU_0168449,5.339374928
SPU_015763,0.056529108
SPU_0157630,0.35347383
SPU_018999,1.085056854
SPU_028085,1.878914488
SPU_023148,0.179390036
SPU_011056,0.144344258
SPU_027628,1.845526576
SPU_027627,0.056522627
SPU_0031716,0.271411033
SPU_002033,1.684092034
SPU_003171,0.447538595
SPU_0031700,1.263525732
SPU_0031708,0.89928745
SPU_003170,1.023694351
SPU_015083,0.402984779
SPU_012318,0.249357091
SPU_004548,0.588534554
SPU_006608,0.122366441
SPU_011222,0.968116729
SPU_007962,0.073881781
SPU_0079626,1.00145536
SPU_007978,0.735451662
SPU_007963,0.492731278
SPU_011690,0.467052054
SPU_007965,0.082105818
SPU_0112223,1.241503545
SPU_0112221,1.090012818
SPU_027046,0.508182341
SPU_027047,0.241310814
SPU_013756,0.720070722
SPU_0207160,0.204453139
SPU_011832,4.350255194
SPU_0118321,0.428881748
SPU_026353,0.28921187
SPU_002306,0.114802994
SPU_008159,0.116944649
SPU_017837,0.289013298
SPU_005548,1.201014658
SPU_021069,0.297543573
SPU_008160,0.851202099
SPU_017838,0.44685579
SPU_004251,2.22389309
SPU_005278,2.104085682
SPU_022322,0.437018696
SPU_008157,0.816977671
SPU_002708,0.133521053
SPU_002707,0.260218781
SPU_015737,2.73600372
SPU_015738,0.017029419
SPU_004998,1.257938149
SPU_0049987,5.441783554
SPU_0049989,5.260440531
SPU_0049982,0.201561003
SPU_010191,2.481462559
SPU_015759,0.446514292
SPU_0157591,0.173064499
SPU_0157595,1.183157637
SPU_016424,0.996942762
SPU_0015185,1.715503618
SPU_0015186,0.06594452
SPU_0015187,0.312058304
SPU_0015188,0.199796161
SPU_001518,0.864866165
SPU_0015181,0.700888534
SPU_0015183,2.814462433
SPU_0015189,1.457304471
SPU_004157,0.157933112
SPU_004156,0.183486469
SPU_013274.b,1.405335184
SPU_001031,0.428711696
SPU_025326,5.553661414
SPU_003191,0.399794026
SPU_026075,0.714002758
SPU_0260770,0.002183418
SPU_0260779,0
SPU_018147,0.388265731
SPU_016309,0.105797485
SPU_017545,0.87335643
SPU_011426,1.085612578
SPU_025278,0.690450658
SPU_003192,0.024199115
SPU_026076,2.871091429
SPU_027857,0.456050299
SPU_001138,0.325640761
SPU_015950,0.261800079
SPU_0025554,0.83547937
SPU_026336,0.12321944
SPU_0263360,0.07130442
SPU_0025593,0.262020231
SPU_011079,0.405781167
SPU_011080,1.16296412
SPU_006119,0.807921638
SPU_006120,1.906101158
SPU_001768,1.597374574
SPU_0017684,0.71206326
SPU_0017685,1.197370881
SPU_018379,0.880561113
SPU_027926,8.283087029
SPU_026952,0.108773632
SPU_007999,2.4535442
SPU_007998,1.757233831
SPU_022798,2.376246541
SPU_0245265,1.857223568
SPU_0245268,0.14383896
SPU_015326,1.382934925
SPU_012567,4.928462589
SPU_014495,0.081173308
SPU_014493,1.864629014
SPU_024526,1.900269288
SPU_000330,0.391921321
SPU_0280368,0.407799741
SPU_028036,0.622441722
SPU_019518,0.168349132
SPU_010197,0.795205041
SPU_0101970,6.320302373
SPU_0101971,1.169511334
SPU_0101972,0.20317245
SPU_0101973,1.299349091
SPU_025790,0.391665999
SPU_010198,3.024552872
SPU_000128,0.155740672
SPU_0184523,1.625742674
SPU_020803,0.171185296
SPU_024695,0.22532355
SPU_018951,0.044136564
SPU_024168,1.393170248
SPU_0018908,0.860175417
SPU_026334,0.53373234
SPU_013058,1.94666566
SPU_014964,2.614455351
SPU_027442,0.155506074
SPU_011253,0.047007493
SPU_028923,1.764375341
SPU_020002,2.347763491
SPU_0131241,0.734837443
SPU_0131240,0.332212938
SPU_013124,0.279492382
SPU_024249,0.277982057
SPU_0242490,1.521341498
SPU_0242491,0.735633758
SPU_013123,1.958793384
SPU_014398,0.462326166
SPU_014399,1.999545558
SPU_014397,0.045757815
SPU_012945,0.04963649
SPU_020261,0.157467066
SPU_025635,1.175087798
SPU_001667,1.710150905
SPU_001669,0.688694712
SPU_009949,4.516594429
SPU_012739,0.325904776
SPU_020338,0.784971968
SPU_017761,1.620225267
SPU_022859,2.978814862
SPU_008032,0.919519212
SPU_023952,2.984492715
SPU_001557,1.881098094
SPU_008880,0.287738719
SPU_0088804,0.004998542
SPU_0094321,1.309360263
SPU_009432,3.075389331
SPU_028040,1.843379748
SPU_021429,1.314468481
SPU_0214290,2.842171764
SPU_015788,4.197196358
SPU_008867,9.696558428
SPU_0268570,0.27000965
SPU_026857,0.054964098
SPU_028260,1.884279681
SPU_011124,0.055246303
SPU_011126,0.541420046
SPU_011122,0.093341703
SPU_001780,0.162784657
SPU_011756,0.387149864
SPU_013570,1.16785626
SPU_020142,0.962216355
SPU_020139,1.304607404
SPU_012644,0.126141889
SPU_009463,0.752943636
SPU_000174,0.244774334
SPU_0126441,0.932476683
SPU_000173,0.080273852
SPU_0094645,0.200383337
SPU_009465,0.017229053
SPU_009462,0.508108229
SPU_009460,2.425158873
SPU_021093,0.615234615
SPU_0126440,1.491601324
SPU_0126442,0.093873656
SPU_008199,0.02134073
SPU_008198.b,1.111081378
SPU_024652,3.65207336
SPU_018064,6.561808241
SPU_0151086,0.562234927
SPU_0151087,0.894422004
SPU_0151088,1.146468301
SPU_0189116,0.370279958
SPU_0100587,1.657654074
SPU_011568,0.007379547
SPU_010504,0.484276527
SPU_021679,0.097602132
SPU_0216790,0.566772006
SPU_0216792,1.981262356
SPU_025486,0.352778794
SPU_018911,1.466941675
SPU_0189110,0.122907958
SPU_0189114,0.819510306
SPU_025518,1.48404759
SPU_017615,0.106180604
SPU_008886,2.288907287
SPU_010058,0.833055823
SPU_006796,0.153218918
SPU_006790,0.9177996
SPU_014524,0.08966196
SPU_0067947,0.106034545
SPU_0067944,0.69377562
SPU_0067946,0.978569602
SPU_0067945,2.882870581
SPU_006794,0.063498373
SPU_006793,0.161934953
SPU_014526,1.54295077
SPU_0067942,5.697279743
SPU_006792,0.384754451
SPU_0067909,0.075839083
SPU_0067904,6.67681127
SPU_026689,0.199046528
SPU_014760,0.316930938
SPU_014525,4.954975052
SPU_006795,0.072898394
SPU_0067948,2.644682197
SPU_0038722,1.36286976
SPU_003872,0.156972201
SPU_0108225,1.30972818
SPU_0108223,1.05157943
SPU_0171134,0.219545179
SPU_017113,0.657564748
SPU_005000,0.106275568
SPU_021135,0.233074706
SPU_021134,0.0525979
SPU_023370,0.61017032
SPU_011624,0.242655485
SPU_003434,0.125750926
SPU_0023030,2.805215446
SPU_024377,0.16825711
SPU_0002166,0.463725275
SPU_0002167,0.812183815
SPU_0002169,0.633278219
SPU_0057012,0
SPU_015100,1.260473881
SPU_007537,0.817584415
SPU_018355,3.586381477
SPU_018356,0.184914358
SPU_0002164,1.698047765
SPU_0166780,0.001286177
SPU_0166784,0.638878515
SPU_018643,1.990535162
SPU_018644,0.836489932
SPU_013953,0.051161376
SPU_013134,0.104003242
SPU_013133,0.019616706
SPU_020323,0.574785505
SPU_006139,0.739847001
SPU_001919,2.632073059
SPU_004629,0.631448304
SPU_0205977,0.363780139
SPU_0205971,0.598478298
SPU_0205970,0.046275002
SPU_027651,1.397867404
SPU_016520,1.391700779
SPU_011980,1.947274864
SPU_004628,0.32899242
SPU_005356,0.378014308
SPU_001181,1.425651431
SPU_020597,0.5541127
SPU_003586,0.140687534
SPU_003585,0.715342273
SPU_028572,1.852553639
SPU_015836,0.378562243
SPU_013412,2.503951572
SPU_026739,0.196431137
SPU_023075,0.816571286
SPU_014576,0.162052779
SPU_014575,0.827543743
SPU_002917,0.385511133
SPU_0150091,1.222243433
SPU_003659,0.145715447
SPU_012174,0.159172648
SPU_008285,0.906958936
SPU_008286,2.788417744
SPU_0082872,0.430796267
SPU_0082871,9.027371918
SPU_019575,0.833152387
SPU_023923,0.861360751
SPU_024517,0.280794705
SPU_020085,0.367008066
SPU_012808,0.107803292
SPU_025439,0.622859996
SPU_0128081,1.253899924
SPU_026177,0.984810519
SPU_003856,1.359816364
SPU_028584,0.650224833
SPU_0285855,5.316586959
SPU_0038563,0.287561462
SPU_003855,0.451331896
SPU_025959,0.9726033
SPU_0266073,0.709637277
SPU_022240,0.484084744
SPU_022241,0.720006573
SPU_022048,0.771448134
SPU_000906,3.693260016
SPU_005171,0.366788965
SPU_000388,2.235836518
SPU_017354,6.446381444
SPU_021309,0.549744441
SPU_002630,0.519155659
SPU_002631,1.410323261
SPU_000387,0.098914023
SPU_003203,0.21125659
SPU_018171,0.579303171
SPU_014522,2.554024523
SPU_006478,1.715298282
SPU_006475,4.662396972
SPU_0145213,0.212899699
SPU_018389,0.743753369
SPU_018395,0.299218599
SPU_018390,0.120700838
SPU_025145,1.664554419
SPU_008804,0.380173418
SPU_008803,0.570942701
SPU_008802,1.551004824
SPU_012950,1.788894616
SPU_006958,0.590266326
SPU_018393,0.021614146
SPU_004948,2.28997535
SPU_024822,1.063407308
SPU_015403,1.089656431
SPU_013983,4.043560736
SPU_015404,0.237935251
SPU_023992,4.642246909
SPU_0003461,0.339943254
SPU_000346,0.276166328
SPU_0080651,6.108284856
SPU_0080650,2.270701651
SPU_008065,0.585835942
SPU_008066,0.58022655
SPU_002049,0.029935269
SPU_013206,0.985054167
SPU_013205,1.514507799
SPU_001578,0.434477916
SPU_022837,0.780467354
SPU_0278431,1.936270917
SPU_019981,2.199779247
SPU_0257632,2.495953579
SPU_001311,4.620533215
SPU_027143,0.120862343
SPU_017598,1.007649129
SPU_025763,0.240132883
SPU_0257630,1.190754731
SPU_0257631,1.04168964
SPU_0257633,0.002152801
SPU_0257635,0.030611758
SPU_0257637,4.643094038
SPU_0257638,1.864604225
SPU_0166290,0.327033226
SPU_016862,0.290320493
SPU_0226320,2.024990346
SPU_022632,2.407604313
SPU_027715,1.916341904
SPU_024308,0.096653441
SPU_012215,0.751962748
SPU_020646,0.096672935
SPU_024309,1.373946669
SPU_002394,5.803852676
SPU_024310,0.586483132
SPU_012505,0.30328424
SPU_002209,0.240079701
SPU_002207,0.56836691
SPU_013851,0.076434749
SPU_025960,0.355374922
SPU_000476,1.863099462
SPU_025962,4.129205563
SPU_0151982,0.734053872
SPU_0151980,0.952886737
SPU_015198,0.010203985
SPU_0259601,3.318899889
SPU_013856,0.18598774
SPU_013855,1.299375782
SPU_010547,1.504211943
SPU_013646,2.146619454
SPU_007259,0.532459401
SPU_004255,0.340318306
SPU_028753,0.515691616
SPU_026524,0.096820858
SPU_028748,10.65820079
SPU_028750,0.153274206
SPU_0042551,0.230420672
SPU_0042553,0.544576208
SPU_0042554,2.676913203
SPU_0042558,5.406935571
SPU_0042559,0.337657246
SPU_0042550,0.274110786
SPU_004256,0.315112998
SPU_027703,2.260555705
SPU_005915,0.749166668
SPU_004253,1.010982519
SPU_025978,0.225806866
SPU_020613,1.804699655
SPU_020612,2.573617677
SPU_010522,0.896567677
SPU_025975,0.580712102
SPU_028614,4.511204063
SPU_004684,0.263412333
SPU_009195,0.284443831
SPU_0259750,5.156221988
SPU_028615,0.010516066
SPU_028616,2.68E-05
SPU_006358,0.478325769
SPU_000952,1.462180682
SPU_007043,0.416926574
SPU_0082227,0.742059482
SPU_0224430,0.818067255
SPU_022443,1.440852457
SPU_0230606,0.417667571
SPU_0230603,1.055284264
SPU_0230605,7.831524815
SPU_026768,1.187710093
SPU_027524,0.222521243
SPU_019265,2.043300676
SPU_0184492,0.356629564
SPU_0184491,0.835055259
SPU_018449,8.594764128
SPU_005669,0.951918947
SPU_0275231,0.969771711
SPU_0275239,2.465421406
SPU_0275230,2.707330676
SPU_019072,1.339303634
SPU_005665,0.367543643
SPU_027525,1.975861836
SPU_027528,2.268300016
SPU_023858,0.385333326
SPU_023859,0.556678853
SPU_021327,1.193145743
SPU_003698,4.189642763
SPU_012653,0.749927894
SPU_012652,0.143578008
SPU_006462,1.171738188
SPU_012994,0.537442452
SPU_011358,0.876254935
SPU_006464,1.444617614
SPU_009100,0.658638624
SPU_009099,0.047888026
SPU_010499,2.716647215
SPU_004686,2.019422104
SPU_016535,0.233850625
SPU_016534,1.021212904
SPU_028649,2.542618968
SPU_003036,1.566644372
SPU_015696,0.193993381
SPU_008050,2.437855357
SPU_011062,1.331481539
SPU_015697,1.304025644
SPU_0209782,1.27963246
SPU_0209781,3.992712764
SPU_0209780,0.004114477
SPU_026798,1.020795312
SPU_010597,5.349778295
SPU_0267985,0.423083394
SPU_0209787,0.046828883
SPU_026797,0.26916894
SPU_0267978,0.452320297
SPU_0267983,0.751359518
SPU_020979,1.985791919
SPU_019008,1.324574992
SPU_021580,0.300838269
SPU_019010,0.491021293
SPU_0190095,0.403022179
SPU_0190094,0.703873752
SPU_0190092,3.284820747
SPU_021581,1.381877041
SPU_003251,0.192773511
SPU_015206,1.683974103
SPU_015205,1.780856755
SPU_003995,0.411813785
SPU_011661,0.797473913
SPU_002476,0.031424932
SPU_011046,0.661733205
SPU_016628,3.073776453
SPU_0131038,0.759121565
SPU_0026824,15.27927627
SPU_002682,2.67470306
SPU_015634,2.394977559
SPU_015633,1.774200792
SPU_015635,0.240986897
SPU_016996,0.962522026
SPU_002230,0.852613968
SPU_0066623,0.277502372
SPU_008664,0.406390478
SPU_0066622,0.628446684
SPU_006662,0.121837382
SPU_010137,3.491625238
SPU_013695,0.052758933
SPU_012998,0.093332386
SPU_004294,0.001286149
SPU_004973,0.310006885
SPU_004975,0.117707759
SPU_023926,0.39454604
SPU_012943,1.201852014
SPU_009749,0.262958572
SPU_010110,0.390457541
SPU_008620,0.688176621
SPU_019038,0.323582018
SPU_005477,6.921219729
SPU_021781,1.018611851
SPU_0217880,1.506814257
SPU_021783,0.724575607
SPU_021782,1.909225498
SPU_021432,0.325208124
SPU_005993,0.970104334
SPU_014611,0.143446645
SPU_004164,2.154997717
SPU_027633,0.821990093
SPU_027634,0.662584629
SPU_027635,2.267732513
SPU_010172,0.12470248
SPU_022661,0.265728751
SPU_021476,0.021432354
SPU_021470,0.40041885
SPU_021472,0.428594669
SPU_013662,0.484016779
SPU_017715,0.360455579
SPU_017714,0.089778129
SPU_026099,0.668356441
SPU_001648,0.217971832
SPU_000482,0.503814714
SPU_0141180,2.299388602
SPU_0071261,2.458150279
SPU_004994,0.186895661
SPU_0049943,2.893196796
SPU_0049940,1.211535035
SPU_004995,1.651152784
SPU_0270066,2.326952221
SPU_027007,1.039991226
SPU_002314,1.119975604
SPU_005836,0.216128028
SPU_000687,5.253300653
SPU_002140,0.136884081
SPU_000921,0.017552299
SPU_0006870,0.418967925
SPU_000920,0.238944456
SPU_009989,3.286984126
SPU_016727,2.423097873
SPU_004318,2.089438009
SPU_017478,1.531177619
SPU_001163,0.489316984
SPU_011093,0.130113751
SPU_011090,0.660374468
SPU_011089,1.432924809
SPU_003708,0.312592782
SPU_026445,2.862459381
SPU_016732,0.316190608
SPU_004315,0.808988972
SPU_0174780,0.885931141
SPU_028089,2.261333249
SPU_019276,0.597828406
SPU_005643,0.079126556
SPU_0078132,1.41406747
SPU_013625,0.649776285
SPU_011647,0.485615866
SPU_0078133,0.359037577
SPU_009942,0.218791779
SPU_013626,0.889708937
SPU_009551,0.601143051
SPU_030203,6.047396768
SPU_009549,0.867625869
SPU_028013,0.899554403
SPU_003608,1.378456375
SPU_003609,0.408221063
SPU_018987,0.807271206
SPU_000098,2.782140549
SPU_018986,0.153375221
SPU_000094,0.4169098
SPU_008545,3.425234147
SPU_006302,1.495285125
SPU_001224,0.153941036
SPU_020012,0.23256533
SPU_009929,2.234272161
SPU_020501,0.466134044
SPU_013191,0.079212986
SPU_001013,1.559942461
SPU_001826,0.553664964
SPU_009923,0.308799754
SPU_005617,1.767655555
SPU_0265621,4.506802118
SPU_026562,0.295797344
SPU_0184388,0.018994897
SPU_022930,0.153669072
SPU_0184380,0.121321449
SPU_018438,0.959286622
SPU_018439,0.070763612
SPU_022151,0.184046149
SPU_026597,0.281439946
SPU_025352,0.113950187
SPU_000258,1.700246373
SPU_008723,0.127784338
SPU_018657,0.306729339
SPU_015595,0.753549853
SPU_001643,0.8136593
SPU_001910,1.244465848
SPU_005983,0.012028408
SPU_026335,0.128701096
SPU_017793,1.384093465
SPU_023365,0.299116787
SPU_0233650,0.340260805
SPU_0233658,0.378482791
SPU_009017,1.033240831
SPU_007163,1.490572051
SPU_001531,1.301162771
SPU_001537,0.991350868
SPU_0015351,1.336718374
SPU_001532,0.352877606
SPU_0015332,2.23084013
SPU_000083,1.452571715
SPU_020225,0.434807774
SPU_020224,0.385637372
SPU_024411,2.33953732
SPU_024407,1.821795857
SPU_024408,1.185234101
SPU_010950,2.850855358
SPU_030125,0.650772726
SPU_017279,0.473535523
SPU_006318,0.226974143
SPU_017281,0.920561812
SPU_017483,1.650235917
SPU_010532,1.053278423
SPU_012637,0.062889895
SPU_017280,1.510663318
SPU_012842,2.21615246
SPU_006020,0.342266365
SPU_001545,1.598846311
SPU_023640,0.770635688
SPU_0236384,1.067522238
SPU_0236382,0.509802496
SPU_020231,6.016811404
SPU_0012779,0.029296856
SPU_0012778,1.097510702
SPU_0012777,4.436226881
SPU_011332,2.164612675
SPU_0012773,0.278152067
SPU_0012772,0.96121086
SPU_001756,0.054986824
SPU_021761,1.083459812
SPU_026349,3.016164883
SPU_0113212,0.421872686
SPU_011316,0.171452476
SPU_012376,0.965932816
SPU_012377,2.600309631
SPU_018489,1.651909238
SPU_027565,1.551600195
SPU_004826,0.994202184
SPU_004497,3.310624591
SPU_027099,1.021965669
SPU_018295,0.58525276
SPU_0070863,0.13443192
SPU_0070864,0.295290718
SPU_027096,1.333694178
SPU_027098,0.136671129
SPU_027095,1.343790628
SPU_0270950,3.111781968
SPU_027092,0.039147777
SPU_027093,0.895956902
SPU_027094,0.795662506
SPU_007086,0.824345278
SPU_027097,0.155128429
SPU_023055,0.750657987
SPU_008514,5.976587151
SPU_0063355,0.276403022
SPU_027183,3.041788029
SPU_015368,1.558741365
SPU_015367,0.975476483
SPU_015363,7.078999285
SPU_005099,0.511843174
SPU_0050990,1.218290602
SPU_0050992,0.060035475
SPU_0041280,1.855108772
SPU_005740,5.312918612
SPU_026163,0.0622545
SPU_016251,0.064535154
SPU_026162,0.41833039
SPU_026161,1.192549648
SPU_011876,1.643843498
SPU_0302317,1.63091382
SPU_0118769,0.229966312
SPU_0302315,0.394942616
SPU_0302310,0.00235009
SPU_023389,3.910607454
SPU_012576,0.469390565
SPU_023386,0.33085343
SPU_0235111,0.33853829
SPU_019664,0.325173559
SPU_0150900,3.664540881
SPU_0150901,7.039236358
SPU_015091,0.185181192
SPU_015085,1.215439612
SPU_023511,0.840749059
SPU_0150920,0.885820391
SPU_004511,0.138671065
SPU_004512,2.8162453
SPU_010748,1.013653935
SPU_0169621,1.855153934
SPU_016962,1.166163778
SPU_014986,0.633977404
SPU_014985,0.665084967
SPU_0169620,0.690685911
SPU_026119,3.68E-05
SPU_026118,0.442578125
SPU_0261162,1.11408344
SPU_027405,0.312449926
SPU_012440,0.289395683
SPU_010518,1.274316346
SPU_014025,0.462644506
SPU_003635,1.132948213
SPU_0036353,1.897328921
SPU_0036358,1.247037361
SPU_007601,1.56E-05
SPU_019001,0.033117953
SPU_007603,1.013090123
SPU_0211215,1.418890635
SPU_0211214,0.884863295
SPU_0211210,0.347738521
SPU_021121,1.433327987
SPU_019174,3.281547584
SPU_014024,0.634632726
SPU_022512,9.950043559
SPU_008431,1.034216496
SPU_020274,0.0350904
SPU_0225281,0.1648747
SPU_028455,0.14368051
SPU_005782,0.379584249
SPU_005783,1.21190749
SPU_025293,1.240185954
SPU_001123,2.342054844
SPU_025292,1.943322764
SPU_0146639,0.139488288
SPU_0146636,3.201012294
SPU_000069,5.258306607
SPU_002743,1.99615086
SPU_030148,1.13079461
SPU_000068,2.024148742
SPU_020164,1.659065861
SPU_024776,0.690771638
SPU_015485,0.228322177
SPU_027116,2.756391599
SPU_021011,3.05382207
SPU_000748,3.173989229
SPU_003181,1.004744315
SPU_017070,0.031602953
SPU_017071,0.06432448
SPU_017072,0.581873684
SPU_017073,0.559182924
SPU_016518,1.698531859
SPU_004243,0.183867807
SPU_013100,0.514673945
SPU_0042438,0.559287771
SPU_0042439,5.399720612
SPU_004245,0.832944006
SPU_027548,2.078202149
SPU_009977,1.358947242
SPU_010865,3.55E-05
SPU_021682,1.963438259
SPU_025057,1.681688561
SPU_010866,2.351096657
SPU_010392,0.044143989
SPU_015669,0.736899747
SPU_007545,0.348151901
SPU_002813,1.481310904
SPU_0028124,0.101548589
SPU_0028129,1.201189184
SPU_002810,0.674716081
SPU_002819,1.537893638
SPU_002821,1.614952519
SPU_010120,0.866426708
SPU_007758,1.648968547
SPU_010119,0.280554638
SPU_010113,1.639558205
SPU_0101203,0.015470386
SPU_0101202,3.168614891
SPU_0101200,3.950079679
SPU_008865,2.303296217
SPU_008863,1.003543853
SPU_008862,0.710697162
SPU_020739,0.696881571
SPU_026888,1.016208049
SPU_020737,0.251764714
SPU_016147,3.266339022
SPU_013179,0.096545262
SPU_021870,0.208917162
SPU_027223,0.088350211
SPU_004104,0.493458515
SPU_012296,13.72614477
SPU_027393,0.870805888
SPU_0153411,1.345020583
SPU_015341,0.015955384
SPU_012295,0.328821959
SPU_005743,0.957462796
SPU_022063,1.154477179
SPU_000124,2.525416749
SPU_012510,0.244719671
SPU_000838,0.552969228
SPU_014789,0.445180101
SPU_013770,0.750034185
SPU_013772,0.522016077
SPU_015909,0.540567861
SPU_015908,0.013203805
SPU_004078,0.593299954
SPU_004077,3.25192994
SPU_012405,1.205543199
SPU_013769,0.146445115
SPU_013768,1.265481004
SPU_003077,3.996823732
SPU_027344,2.742948448
SPU_000447,0.110420864
SPU_0004471,1.195023064
SPU_0273446,2.425615127
SPU_012158,0.160202628
SPU_026481,1.866513698
SPU_011571,0.022957089
SPU_005313,1.591405476
SPU_007532,1.964146984
SPU_007530,0.676943297
SPU_016989,0.012406486
SPU_025982,4.295591495
SPU_025983,0.673107956
SPU_002353,0.692197922
SPU_014707,1.881464184
SPU_011897,1.946662647
SPU_015126,2.355369921
SPU_0151262,0.545623721
SPU_018070,0.093462464
SPU_0180701,0.643235337
SPU_016980,0.046008134
SPU_0169806,1.557397804
SPU_0169809,0.391767888
SPU_0169818,0.076541121
SPU_013384,0.646555219
SPU_0157924,0.55041938
SPU_016979,0.071697073
SPU_0157920,0.233160942
SPU_0021148,0.734155256
SPU_0021147,0.109360945
SPU_013474,0.142209522
SPU_014415,0.506810948
SPU_015007,1.107891768
SPU_0150070,0.733345504
SPU_0150071,0.038514548
SPU_0169811,0.626835939
SPU_0169810,0.54508729
SPU_0169815,0.665819234
SPU_0169814,0.613452374
SPU_016981,0.88159696
SPU_023247,2.803785859
SPU_026795,2.385297198
SPU_026794,0.178767049
SPU_015583,0.68349913
SPU_017544,0.050667742
SPU_0191253,1.617187109
SPU_004131,0.695076476
SPU_004130,2.519038809
SPU_017543,0.262025187
SPU_003118,0.354350015
SPU_019670,0.417767837
SPU_014376,1.392074165
SPU_010196,0.48783181
SPU_026273,0.247339673
SPU_024741,0.255889759
SPU_017948,1.031002969
SPU_017947,0.285394404
SPU_012806,1.026754791
SPU_006930,0.249202066
SPU_0081950,1.599145115
SPU_001713,0.219975305
SPU_012929,1.271445493
SPU_001722,1.457522841
SPU_0153594,0.785502937
SPU_0153597,0.664009376
SPU_006317,12.77208916
SPU_0096272,2.482630298
SPU_018255,1.051761367
SPU_000177,1.633595372
SPU_007445,0.463693983
SPU_028458,0.366479886
SPU_0264330,0.319389294
SPU_0254200,3.315458584
SPU_011391,0.838688396
SPU_009628,1.104284093
SPU_013872,1.385058172
SPU_013873,0.259745182
SPU_000631,1.613470419
SPU_017471,4.06588999
SPU_000628,0.998815827
SPU_000632,0.31433808
SPU_022372,0.380805287
SPU_002356,1.054110749
SPU_022066,0.393374349
SPU_013763,1.494723899
SPU_007840,0.152904615
SPU_007210,0.311132132
SPU_010743,0.424619972
SPU_024621,1.18479257
SPU_010742,0.846388867
SPU_010741,1.698463524
SPU_011835,1.389768575
SPU_006534,1.264047261
SPU_011836,1.984769742
